state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,is_relevant,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,is_relevant.1,random_number,of_interest
Florida,['shop'],0,0,0.0,2020-06-18 13:26:09+00:00,1.2736079381884682e+18,"NEW AND USED TIRES
863 TIRES SHOP
YOUR NEIGHBORHOOD TIRE SHOP AND REPAIR FACILITY
OPEN 7 DAYS
NEW AND USED TIRES
FR… https://t.co/C3cSXAUIiA",0,1.0707044139064728e+18,863Shop,0.0,0.0,,,,,,,
Florida,0,0,['meet up'],0.0,2020-06-24 01:50:49+00:00,1.2756072802564995e+18,@itsauntie Where the twitter meet up,0,337286643.0,CoachPatJCooney,0.0,0.0,,,,,,,
Florida,['golf'],0,0,0.0,2020-01-22 00:24:13+00:00,1.219777754910077e+18,@jacknicklaus Happy 80th Birthday  and a big thank you for all you’ve done for golf and especially for all you have… https://t.co/PAROsmqZle,0,55124399.0,JPDOFACEP,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,,,
Florida,['beach'],0,0,0.0,2020-03-07 12:00:48+00:00,1.236260509026005e+18,Today's beach conditions: https://t.co/8E3b00ZEZx,0,19044396.0,wxgarrett,2.0,2.0,,,,,,,
Florida,['trip'],0,0,0.0,2020-03-11 17:10:15+00:00,1.2377879368690237e+18,@keepinupwith_ny Yep. Before the trip I hadn’t ate out. That was our monthly goal for March,0,35528139.0,JustMAURii,0.0,0.0,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,,
Florida,['gym'],0,0,0.0,2020-03-14 14:50:15+00:00,1.2388398654935532e+18,I went keto for 6 weeks since the Super Bowl. Lost 21.5 lbs. But now that this transformation challenge at my gym i… https://t.co/ldweRU0ZCA,0,63790454.0,AlexBoyerKC,0.0,3.0,,,,,,,
Florida,['shop'],0,0,0.0,2020-05-11 03:39:37+00:00,1.2596895911724687e+18,@valembrun2 Whats the Shop bro,0,134514331.0,TheRealZayy,0.0,0.0,,,,,,,
Florida,['games'],['watching'],0,0.0,2020-07-08 12:42:35+00:00,1.280844729236816e+18,"@mikethomasmt8 Hi Mike! All my years of watching softball games from 8 yrs old thru college!!😂😂😂

Hope you and the… https://t.co/7jORZ8NJLM",0,50076513.0,RochieWBZ,0.0,3.0,"[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]",United States,"Massachusetts, USA",admin,,,
Florida,['golf'],0,0,0.0,2020-07-04 20:28:13+00:00,1.279512358898086e+18,Was that a bronzer? Too much sun from golf? Or prep for the wax museum? https://t.co/9X5Ekm3ud3,0,250166431.0,LeaBlackMiami,174.0,1219.0,,,,,,,
Florida,['games'],0,0,0.0,2020-04-17 18:12:36+00:00,1.2512119782464143e+18,@xxx_malice @zakaveli13 Damm bro I feel that my WiFi is trash lately my stream crash once or twice and my games are… https://t.co/TiTYwBW57m,0,1.2166021919239496e+18,pegaszues,0.0,0.0,,,,,,,
Florida,0,0,['go out'],0.0,2020-05-23 04:14:38+00:00,1.2640470583207526e+18,Wooowww this whole week  I haven’t been wanting to go out like at ALL. Work life has me DRAINED. Shit,0,3432315581.0,juliaa504,0.0,0.0,"[[-81.507905, 28.3882177], [-81.2276403, 28.3882177], [-81.2276403, 28.615139], [-81.507905, 28.615139]]",United States,"Orlando, FL",city,,,
Florida,['vacation'],0,0,0.0,2020-02-09 19:34:06+00:00,1.2265901112168284e+18,Man i need a vacation pronto,0,162134272.0,iamdwilt3,0.0,1.0,"[[-80.352832, 26.029413], [-80.248923, 26.029413], [-80.248923, 26.064864], [-80.352832, 26.064864]]",United States,"Cooper City, FL",city,,,
Florida,['trip'],0,0,0.0,2020-07-10 05:11:00+00:00,1.281455861471355e+18,"@Indy_Austin If you're ever in town, it's worth it just for a trip to Left Bank Books. And a stop in Jeni's never hurts.",0,2502701070.0,aprice1828,0.0,1.0,,,,,,,
Florida,['games'],0,0,0.0,2020-05-16 16:05:36+00:00,1.261689263055405e+18,@realDonaldTrump @LindseyGrahamSC No you got caught. The games are over. Your reign of lies and corruption will soo… https://t.co/LgunHE8in9,0,1564201220.0,Guru_Fam305,0.0,0.0,,,,,,,
Florida,['delivery'],['delivery'],0,0.0,2020-04-11 14:30:04+00:00,1.2489816463695995e+18,"Here's what's open in Tampa Bay, like Dr BBQ with free delivery from Grub Hub. Add your business to the list now!… https://t.co/s9jddjvVjO",0,608235166.0,1055TheDove,0.0,0.0,,,,,,,
Florida,['delivery'],['delivery'],0,0.0,2020-03-14 01:55:37+00:00,1.23864492431e+18,@Reddsaidit Down in my root cellar I’ve hoarded canned laughs. Easy overnight delivery.,0,112763511.0,GareJoyceNHL,0.0,0.0,"[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]",Canada,"Toronto, Ontario",city,,,
Florida,['golf'],0,0,0.0,2020-04-08 21:04:17+00:00,1.2479936928598303e+18,@JakeTheSmartass @cydiia1 @FreedomServed @amzieaa @PaishaC @patrickmkcirtap @realDonaldTrump U do realize golf is a… https://t.co/C7acWvuNaG,0,7.301441363937239e+17,Jwayne2218,0.0,0.0,,,,,,,
Florida,['pub'],0,0,0.0,2020-06-24 20:16:02+00:00,1.2758854154264044e+18,No fridges and microwave usage in break rooms at work?? Ayyy catch me getting pub subs every day 😂,0,76086593.0,cvakratsis,0.0,2.0,,,,,,,
Florida,['bar'],0,0,0.0,2020-06-13 21:42:22+00:00,1.2719208733190387e+18,Nice to be in a bar seeing people have a good time. https://t.co/PK9dr8p2mg,1,10983612.0,dereuter,0.0,0.0,,,,,,,
Florida,['bus'],0,0,0.0,2020-03-20 11:59:04+00:00,1.240971115792683e+18,@vegan_rainbows @IRideMDT @AudreyMEdmonson @CommishEileen @DLCAVA @MayorGimenez No sanitizer on the bus?,0,23852881.0,doug_hanks,1.0,0.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city,,,
Florida,['office'],0,0,0.0,2020-03-06 16:46:12+00:00,1.2359699418928128e+18,Productive aff today cuz I’m tryna leave this office ASAP,0,4679060336.0,Baygirlmoni,0.0,1.0,,,,,,,
Florida,['game'],0,0,0.0,2020-05-12 23:16:47+00:00,1.2603482262527383e+18,@BaronRowe Big shoes to fill just never got us over the hump. If he brings us back in The Catch game. How different do we look at him?,0,1.1408187911836547e+18,JustPorter66,0.0,0.0,,,,,,,
Florida,['trip'],0,0,0.0,2020-05-20 05:34:30+00:00,1.2629799969619026e+18,Exact representation of an acid trip. Love the visuals https://t.co/sQ08dxDgyf,0,3024985525.0,jvstinyc,8.0,20.0,,,,,,,
Florida,"['park', 'bar']",0,0,0.0,2020-06-29 03:13:51+00:00,1.2774401125074002e+18,I can’t wear my amusement park outfit to the bar https://t.co/9umt4ddbKV,0,486934411.0,bev_k_,1.0,1.0,"[[-78.680998, 35.649142], [-78.546396, 35.649142], [-78.546396, 35.731468], [-78.680998, 35.731468]]",United States,"Garner, NC",city,,,
Florida,['beach'],0,0,0.0,2020-07-11 21:31:45+00:00,1.282065061943677e+18,Miami Beach High School student earns full scholarship to @Harvard https://t.co/oPMWPkZpb2,0,9.685524564383213e+17,sobenews,0.0,0.0,"[[-80.147162, 25.7613083], [-80.1187628, 25.7613083], [-80.1187628, 25.872623], [-80.147162, 25.872623]]",United States,"Miami Beach, FL",city,,,
Florida,['shops'],0,0,0.0,2020-06-12 18:05:43+00:00,1.271503964903813e+18,@ryanhopperadio @HoppeHour Rich is a great guy and definitely a professional. I went to him for a solid year before he moved shops.,0,720497586.0,TheCoryCardinal,0.0,2.0,,,,,,,
Florida,['pub'],0,0,0.0,2020-03-20 23:07:04+00:00,1.2411392207329198e+18,Slainte!!! @ Falana's Irish Pub https://t.co/eGYEVAGMAY,1,24685252.0,TheRobbF2,0.0,0.0,"[[-80.4474, 27.557127], [-80.356133, 27.557127], [-80.356133, 27.607531], [-80.4474, 27.607531]]",United States,"Florida Ridge, FL",city,,,
Florida,['delivery'],['delivery'],0,0.0,2020-01-29 13:41:04+00:00,1.2225150036239114e+18,We’re got a special delivery for @JoeGibbsRacing heading up to Charlotte for a certain ceremony this weekend. https://t.co/1QbrmyeLDd,0,39814938.0,DISupdates,17.0,246.0,,,,,,,
Florida,"['conference', 'beach', 'hotel']",0,0,0.0,2020-01-17 15:26:26+00:00,1.2181928628877148e+18,@Orly819 Yeah. Attending a conference at Miami Beach Convention Center. My hotel was right on A1A.,1,16202136.0,esposimi,0.0,2.0,"[[-80.147162, 25.7613083], [-80.1187628, 25.7613083], [-80.1187628, 25.872623], [-80.147162, 25.872623]]",United States,"Miami Beach, FL",city,,,
Florida,['conference'],0,0,0.0,2020-01-01 07:40:05+00:00,1.2122772988728812e+18,@ImDerBatman Until they start carrying their weight in this conference I don’t give two shits what they think!,0,7.490447773546045e+17,paulcun610,0.0,0.0,"[[-80.248975, 25.9862279], [-80.107808, 25.9862279], [-80.107808, 26.093132], [-80.248975, 26.093132]]",United States,"Hollywood, FL",city,,,
Florida,"['game', 'game']",0,0,0.0,2020-01-21 02:11:04+00:00,1.2194422535355556e+18,@TheMadHEATFan I’m a Spo fan...I wishing last game and this game he would put Waiters in...if we get waiters going… https://t.co/z2jRSjxDqi,0,2833430119.0,dmackey161,0.0,1.0,,,,,,,
Florida,['game'],0,0,0.0,2020-01-25 22:31:29+00:00,1.2211989337052652e+18,What is going on @etv with the broadcast of the game? Nothing is showing and it's just a blank screen .Is it you or… https://t.co/ODGOekCoaE,0,370823063.0,Onesimo_Frank,0.0,0.0,"[[27.8925632, -26.1368652], [28.0223519, -26.1368652], [28.0223519, -25.9025742], [27.8925632, -25.9025742]]",South Africa,"Randburg, South Africa",city,,,
Florida,['office'],0,0,0.0,2020-06-04 22:54:25+00:00,1.2686775160148787e+18,I can’t wait till I have an Office 😊😌,0,744130416.0,nicole_lebby97,0.0,0.0,"[[-83.3748253, 30.762483], [-83.230199, 30.762483], [-83.230199, 30.9496862], [-83.3748253, 30.9496862]]",United States,"Valdosta, GA",city,,,
Florida,"['game', 'vacation']",['watched'],0,0.0,2020-03-29 11:50:00+00:00,1.2442303240595046e+18,@histteacherlady @965TheCave For Love of the Game!! I think I've watched it more than Christmas Vacation!! 🤣🤣🤣,0,7.298043434745324e+17,TechyBecky7,0.0,2.0,"[[-80.463302, 27.5870076], [-80.346166, 27.5870076], [-80.346166, 27.674983], [-80.463302, 27.674983]]",United States,"Vero Beach, FL",city,,,
Florida,['game'],0,0,0.0,2020-01-20 17:41:53+00:00,1.2193141145159516e+18,Today on “is this going to be a burp or am I going to vomit?” A game show brought to you by mimosas and white claws,0,32929775.0,th1s1sallstup1d,0.0,4.0,"[[-82.620093, 27.821353], [-82.2652945, 27.821353], [-82.2652945, 28.171836], [-82.620093, 28.171836]]",United States,"Tampa, FL",city,,,
Florida,['cafe'],0,0,0.0,2020-03-15 19:41:37+00:00,1.2392755790791803e+18,I checked in at Rawk Star Cafe St. Pete on #Yelp https://t.co/FlDOAL69l5,1,71315561.0,KerrKL,0.0,0.0,,,,,,,
Florida,['traveled'],0,0,0.0,2020-06-19 15:12:12+00:00,1.2739970158239127e+18,The thought og homeless sex just made my stomach turn and I don't know why my brain traveled there.,0,25192428.0,GrassBandicoot,0.0,0.0,,,,,,,
Florida,['game'],0,0,0.0,2020-04-09 19:10:27+00:00,1.2483274336207255e+18,I will beat this game this time around...maybe IDK I be lying a lot #Persona5 https://t.co/MpcNU1LsTk,0,7.612241065115892e+17,AfrodanTV,0.0,0.0,,,,,,,
Florida,['shops'],0,0,0.0,2020-01-11 19:47:58+00:00,1.216084353849135e+18,"@thisfloridalife @LilDisFan Honestly I’ve been going to @AldiUSA more often for my grocery shops now, the prices are too good.",0,21310715.0,christier0408,0.0,3.0,,,,,,,
Florida,['golf'],0,0,0.0,2020-06-14 02:57:20+00:00,1.272000140119851e+18,@MintzGolf @CSChallengeFW Tough one not having played tournament golf in a while,0,56442322.0,dallasreese,0.0,0.0,,,,,,,
Florida,['beach'],0,0,0.0,2020-03-13 22:40:31+00:00,1.2385958271589745e+18,Fun day at the Beach with all 3 of my kids 🙂🙂 https://t.co/9buDC3lSjM,1,42862338.0,Guldner28,0.0,5.0,"[[-82.82435329999998, 27.987836], [-82.82435329999998, 27.987836], [-82.82435329999998, 27.987836], [-82.82435329999998, 27.987836]]",United States,Clearwater Beach,poi,,,
Florida,['game'],"['watch', 'watch']",0,0.0,2020-04-01 00:52:31+00:00,1.245152025517711e+18,Young kids watch nickelodeon. They aren’t going to watch a football game just because it’s being broadcasted on the channel. My god. #nfl,0,44197188.0,Ashelleena,0.0,1.0,"[[-80.520487, 27.617202], [-80.463058, 27.617202], [-80.463058, 27.6535283], [-80.520487, 27.6535283]]",United States,"Citrus Ridge, FL",city,,,
Florida,['beach'],0,0,0.0,2020-04-20 05:58:37+00:00,1.252114430059479e+18,@bebe_ego23 What you mean by suicide missions to the beach?,0,8.120988085616681e+17,HaveFaithJones,0.0,0.0,,,,,,,
Florida,['store'],0,['grocery store'],0.0,2020-03-13 15:38:33+00:00,1.2384896358667633e+18,This is the only food left at my local grocery store #coronapocalypse https://t.co/YqkaouH9jl,1,796013862.0,chuck_harley76,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,,,
Florida,['beach'],0,0,0.0,2020-04-11 00:45:06+00:00,1.248774039818117e+18,"Short ribs and bacon goodness! @ West Palm Beach, Florida https://t.co/3yXJ6Wmy6M",0,490036712.0,tom_coats,0.0,0.0,"[[-80.2006, 26.644671], [-80.044639, 26.644671], [-80.044639, 26.7991205], [-80.2006, 26.7991205]]",United States,"West Palm Beach, FL",city,,,
Florida,"['games', 'worship']",0,0,0.0,2020-06-03 16:56:38+00:00,1.2682250904177623e+18,"The Gathering Live is tonight at 7 on Facebook and youtube. Join us for an awesome time of games, worship, and mess… https://t.co/GrJTvhm7jb",0,69031930.0,AlomaChurch,0.0,0.0,"[[-81.350571, 28.610836], [-81.2861241, 28.610836], [-81.2861241, 28.6979809], [-81.350571, 28.6979809]]",United States,"Casselberry, FL",city,,,
Florida,['trips'],0,0,0.0,2020-03-22 20:48:11+00:00,1.2418290450772375e+18,@jrileyhynes My company canceled our trips and thank God I am not a big flyer anyway.,0,22854732.0,keithmccloud,0.0,0.0,"[[-81.507905, 28.3882177], [-81.2276403, 28.3882177], [-81.2276403, 28.615139], [-81.507905, 28.615139]]",United States,"Orlando, FL",city,,,
Florida,0,0,['go out'],0.0,2020-05-31 18:06:44+00:00,1.267155565790331e+18,"@BabyBrothertwo Yes I have the same message has been preached that we need to go out and vote Tues November 3,2020",0,3155722807.0,JaelynGuyton,0.0,1.0,,,,,,,
Florida,['trip'],0,0,0.0,2020-05-26 19:39:46+00:00,1.2653670400948838e+18,Yep this going to be “a reflect on past relationships” trip. This should be fun.,0,277790713.0,Danny_Does_It,0.0,0.0,,,,,,,
Florida,['game'],0,0,0.0,2020-01-05 22:39:30+00:00,1.213953195048874e+18,In one of the parallel universes in #RickandMorty #CarsonWentz has never missed a snap of a game due to injury and… https://t.co/SVf4CqKB13,0,1.0813301712176701e+18,michael_roza,0.0,1.0,,,,,,,
Florida,['concerts'],0,0,0.0,2020-06-16 10:27:11+00:00,1.2728381222508708e+18,@isha_1s Yep I would have already gotten in another 6 concerts that are now either canceled or rescheduled,0,36930060.0,DEBDOL1,0.0,3.0,,,,,,,
Florida,['games'],0,0,0.0,2020-05-06 15:19:33+00:00,1.2580537987712737e+18,@mizucprite no but I don’t play shitty rhythm games based on overrated rpgs unlike you! https://t.co/CVrOShObSs,0,1.128051184672092e+18,BagBread_,0.0,1.0,,,,,,,
Florida,['travel'],0,0,0.0,2020-07-09 17:05:49+00:00,1.281273364401795e+18,"COVID-19 is totally airborne!
This means it can travel in the air beyond the 6 foot recommendation. 

There's 'Emer… https://t.co/0f92KonXUu",0,14445489.0,SheriWhitt,0.0,0.0,,,,,,,
Florida,['game'],0,0,0.0,2020-07-03 06:05:37+00:00,1.278932892773757e+18,Just played a game with no yard markers on the field. Just green grass nothing else. I hope this is just a beta iss… https://t.co/b5YDiodMY1,0,390149360.0,tjthurston13,0.0,0.0,"[[-82.272379, 27.026227], [-82.067993, 27.026227], [-82.067993, 27.111839], [-82.272379, 27.111839]]",United States,"North Port, FL",city,,,
Florida,['beach'],0,0,0.0,2020-03-04 21:59:55+00:00,1.2353241172194468e+18,#sunset #gracebay #turksandcaicos #providenciales #lemacaribbeanextravaganza #cloudyday @ Grace Bay Beach - Provide… https://t.co/R2m85gXDCa,0,268283923.0,EmmaLioliou,0.0,0.0,,,,,,,
Florida,"['salon', 'barber']",0,0,0.0,2020-06-15 03:55:18+00:00,1.2723771130946191e+18,This salon and barber move tomorrow.... https://t.co/MhFb6XE8da,0,220884753.0,JoeyGaskinsJr,0.0,9.0,"[[-80.4756102, 20.9122628], [-72.7122759, 20.9122628], [-72.7122759, 27.2376712], [-80.4756102, 27.2376712]]",Bahamas,Bahamas,country,,,
Florida,['churches'],0,0,0.0,2020-04-03 03:15:46+00:00,1.245912853527183e+18,Tax the churches @GovRonDeSantis. https://t.co/bH7eHBrrkt,0,10109412.0,derekshowerman,0.0,0.0,"[[-82.174795, 26.953081], [-82.057555, 26.953081], [-82.057555, 27.032115], [-82.174795, 27.032115]]",United States,"Port Charlotte, FL",city,,,
Florida,['beach'],0,0,0.0,2020-03-12 05:38:39+00:00,1.2379762764907602e+18,"Palomar Medi Lux needs bulb 7863067987 @ Delray Beach, Florida https://t.co/sXwMVA455t",0,121979391.0,LaserbyMichelle,0.0,0.0,"[[-80.1309396, 26.420813], [-80.05542, 26.420813], [-80.05542, 26.491482], [-80.1309396, 26.491482]]",United States,"Delray Beach, FL",city,,,
Florida,['beach'],0,0,0.0,2020-02-01 06:20:26+00:00,1.223491278773674e+18,"🚨Traffic Alert 1am🚨 
⚠️ MacArthur Causeway I-395 is a mess right now leaving Miami Beach and Jungle island to downt… https://t.co/bj2vMqKl3N",0,249831776.0,TotalTrafficMIA,0.0,5.0,"[[-80.4081604, 25.956799], [-80.205968, 25.956799], [-80.205968, 25.9954488], [-80.4081604, 25.9954488]]",United States,"Miramar, FL",city,,,
Florida,['theater'],0,0,0.0,2020-05-07 21:35:10+00:00,1.258510710696366e+18,@lil_buts I’m imagining not that many people in the theater so there is an ABUNDANCE of cup holders! Binders full of cup holders!!,0,16648821.0,robbie_couch,0.0,143.0,,,,,,,
