state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,is_relevant,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,is_relevant
Florida,['games'],0,0,0.0,2020-03-14 02:40:05+00:00,1238656114872299520,"No, I’m not stocking up. Just needed some tortilla chips and vinegar. Thankfully I missed the Hunger Games at Targe… https://t.co/nkgcKFia8F",0,363433362,dotmem2,0.0,0.0,"[[-75.7887564, 38.4510398], [-74.984165, 38.4510398], [-74.984165, 39.839007], [-75.7887564, 39.839007]]",United States,"Delaware, USA",admin,
Florida,['visit'],0,0,0.0,2020-02-14 21:31:28+00:00,1228431588947628033,Great visit today with Leroy Jones at the Dr. Dorothy Bendross-Mindingall Social and Economic Institute. Looking fo… https://t.co/pNrfiI2EC9,0,1212001189136457728,DFOFlorida,5.0,15.0,"[[-80.257366, 25.810836], [-80.2252004, 25.810836], [-80.2252004, 25.831765], [-80.257366, 25.831765]]",United States,"Brownsville, FL",city,
Florida,['office'],0,0,0.0,2020-03-13 03:29:34+00:00,1238306178029047810,We have many payment options in the office. We try everything as the Evolve Team to make wellness affordable for yo… https://t.co/qdX7vprk5j,0,1055892806269579264,evolvefcc,0.0,0.0,,,,,
Florida,['games'],0,0,0.0,2020-03-29 02:05:45+00:00,1244083293676593158,Who wants to play iMessage games,0,751336608868081664,MichaelGehrich,0.0,0.0,"[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]",United States,"Indianapolis, IN",city,
Florida,['drinking'],0,0,0.0,2020-04-04 14:38:10+00:00,1246446969670840326,Kenzie is still sleeping so I guess I have no choice but to do drugs and start drinking before 11am,0,97266609,LeaannneeKR,0.0,1.0,,,,,
Florida,['concert'],0,0,0.0,2020-04-16 00:15:04+00:00,1250578420293042179,"Did someone say Virtual Concert?
𝙒𝙚 𝙙𝙞𝙙!

Join us tomorrow night for a concert live from your computer!
Set an alar… https://t.co/J7F26mgare",0,737947268381343744,UCFDowntown,2.0,3.0,,,,,
Florida,['shop'],0,0,0.0,2020-01-03 18:43:16+00:00,1213168967436648449,"New year. New smoker. Firing up the @yodersmokers YS640s at the shop today. The XL @BigGreenEgg got some new shoes,… https://t.co/zEgAXwIiaw",0,4734597797,GentrysBBQ,0.0,8.0,"[[-81.507905, 28.3882177], [-81.2276403, 28.3882177], [-81.2276403, 28.615139], [-81.507905, 28.615139]]",United States,"Orlando, FL",city,
Florida,['flying'],0,0,0.0,2020-03-25 04:21:45+00:00,1242667964517810176,@imnoactivist But flying back in I heard some shit bout isolation and I’ll be dam if I gotta be stuck,1,1283853577,FFUUUCKYOUU,0.0,0.0,"[[-80.22942, 25.9282505], [-80.185106, 25.9282505], [-80.185106, 25.960642], [-80.22942, 25.960642]]",United States,"Norland, FL",city,
Florida,['bus'],0,0,0.0,2020-05-31 04:42:12+00:00,1266953099228389382,This video shows the true thugs. Throw these mofos on bus and in jail!!! https://t.co/cpwpL5lBsL,0,1154212010168598528,HotGirlDori,0.0,0.0,"[[-80.248975, 25.9862279], [-80.107808, 25.9862279], [-80.107808, 26.093132], [-80.248975, 26.093132]]",United States,"Hollywood, FL",city,
Florida,['concert'],0,0,0.0,2020-04-05 15:44:13+00:00,1.24682598062434E+18,I need to go to a concert,0,1.03858037687528E+18,bummedmya,0.0,5.0,,,,,
Florida,['church'],0,0,0.0,2020-06-17 14:25:19+00:00,1273260438172598273,"Whether your church does a class or coffee, it's important for us to do something to help people who are moving int… https://t.co/Sbqehm5i3t",0,19669293,ScottMDouglas,0.0,0.0,,,,,
Florida,['game'],['snapchat'],0,0.0,2020-02-05 01:31:36+00:00,1224868142163189760,😂😂😂😂😂 weak ass lil cooch game #lol #funny memes #dankmemes  #igers #snapchat #youtube #soundcloudrapper @ Jacksonvi… https://t.co/3lZNXWu6IZ,0,18279966,BC_904,0.0,1.0,"[[-81.83121679999999, 30.381439], [-81.316712, 30.381439], [-81.316712, 30.5862338], [-81.83121679999999, 30.5862338]]",United States,"Northside, Ratliff",neighborhood,
Florida,['restaurants'],0,0,0.0,2020-07-08 13:59:19+00:00,1280864043213914118,10 more @duffysmvp restaurants are reopening today after being closed since March.  Is your location on the list?… https://t.co/1J6cBYenNC,0,123807258,timallanwalker,2.0,3.0,,,,,
Florida,['mass'],['watch'],0,0.0,2020-03-29 12:15:08+00:00,1244236647333593088,For those looking to watch today’s Sunday mass be sure to check on your own diocesan and parish websites. https://t.co/D5IIwDClYP,0,963814491199766528,RoseSullivan86,2.0,0.0,"[[-73.306456, 40.73782], [-73.278898, 40.73782], [-73.278898, 40.772571], [-73.306456, 40.772571]]",United States,"Baywood, NY",city,
Florida,['game'],0,0,0.0,2020-07-01 02:15:02+00:00,1278150088636989445,Post ya good reps &amp; ya bad it’s part of the game ✊🏾 https://t.co/KnImMkVGtp,0,4913765339,Easy_No_Steriod,0.0,1.0,,,,,
Florida,['game'],['watched'],0,0.0,2020-02-23 18:09:23+00:00,1231642222304604160,@Xbox Not so much a game but I just watched Rocky Balboa so you tell me.,0,304926336,psykotronn,0.0,0.0,"[[-81.483315, 30.598822], [-81.426432, 30.598822], [-81.426432, 30.705597], [-81.483315, 30.705597]]",United States,"Fernandina Beach, FL",city,
Florida,['concert'],0,0,0.0,2020-03-09 22:10:15+00:00,1237138656030330886,"Billie whatever the fuck her name is concert with @Sing2_Me  
#BillieEilish",0,1120382714299985920,cait_duh,0.0,2.0,"[[-80.369507, 26.0295373], [-80.2008709, 26.0295373], [-80.2008709, 26.1268035], [-80.369507, 26.1268035]]",United States,"Davie, FL",city,
Florida,['restaurant'],0,0,0.0,2020-05-03 19:59:19+00:00,1257037040643907585,"I'm at Atlanta Restaurant Exchange - @atlantarex in Atlanta, GA https://t.co/rg82tzr6Ci",0,1481137530,ChesterThrash,0.0,0.0,"[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]",United States,"Atlanta, GA",city,
Florida,['airport'],0,0,0.0,2020-01-29 19:40:19+00:00,1222605409082580993,@DevonSellers Dang. Makes me wanna dash over to the airport to pet!!,0,14207777,DebbieT11,0.0,1.0,"[[-81.507905, 28.3882177], [-81.2276403, 28.3882177], [-81.2276403, 28.615139], [-81.507905, 28.615139]]",United States,"Orlando, FL",city,
Florida,['drinking'],0,0,0.0,2020-03-07 05:08:46+00:00,1236156815387381760,Maz-zy Star ⭐️🤩⭐️ Light and refreshing as I Fade Into u... 👀🍻👀 - Drinking a Maz by @Omnipollo @ Gates of Ale  — https://t.co/QGZzLuWUXo,1,618581306,BrianRanson,0.0,0.0,"[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]",United States,"Chicago, IL",city,
Florida,['beach'],0,0,0.0,2020-01-01 07:07:20+00:00,1212269056088330240,Just posted a photo @ Margaritaville Hollywood Beach Resort https://t.co/MGciJy62kj,0,66394395,PROCONA,0.0,0.0,"[[-80.248975, 25.9862279], [-80.107808, 25.9862279], [-80.107808, 26.093132], [-80.248975, 26.093132]]",United States,"Hollywood, FL",city,
Florida,['delivery'],['delivery'],0,0.0,2020-03-01 18:05:48+00:00,1234178038046347266,"@Kristennetten Ha, Ha. Looks like an SNL sketch! Prime delivery discount? 😄",0,2356171,tecnocato,0.0,1.0,"[[-71.647639, 42.519409], [-71.590561, 42.519409], [-71.590561, 42.578098], [-71.647639, 42.578098]]",United States,"Fort Devens, MA",city,
Florida,['visited'],0,0,0.0,2020-02-08 03:03:08+00:00,1225978339569086469,"Epic couple of days in Western Massachusetts! We had a ""Green Getaway"" at a completely off the grid B&amp;B, visited ga… https://t.co/hefaYRypoV",1,2715468595,traveling1223,11.0,33.0,"[[-72.7298389, 42.28419], [-72.615605, 42.28419], [-72.615605, 42.380065], [-72.7298389, 42.380065]]",United States,"Northampton, MA",city,
Florida,['store'],0,0,0.0,2020-03-20 11:37:13+00:00,1240965614598053889,"Be a light in someone’s life today☀️Shop our new arrivals online + in-store today! 
.
.
.
.
.
#thepinknickel… https://t.co/GltRfqDuTG",0,212050664,thepinknickel,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,['practice'],0,0,0.0,2020-05-20 03:29:48+00:00,1262948612964864001,@GOLFTV @CDWCorp This is very similar to my practice facility https://t.co/LsmUvHztnO,0,29995695,raymerrill,0.0,1.0,,,,,
Florida,['trip'],0,0,0.0,2020-03-12 22:17:53+00:00,1238227740630925314,i stg if work cancels my free trip to texas i’m throwing big fists,0,205499036,h0es_sad,0.0,0.0,,,,,
Florida,['bar'],0,0,0.0,2020-06-20 00:56:00+00:00,1274143930796453888,@FLMIC Right back at you @FLMIC. Thank you for your Diamond Level sponsorship of the Annual Florida Bar Convention.… https://t.co/mRwUT7gIOa,0,728058280858275840,terryhill411,1.0,4.0,,,,,
Florida,['office'],0,0,0.0,2020-05-04 21:38:06+00:00,1257424287683751938,"@FLDEO After FOUR hours on the phone with your office Friday my son’s is still showing inactive fro 3/15, my daught… https://t.co/v9Oi5FwXNv",0,14399260,wwbethdo,0.0,0.0,,,,,
Florida,['shop'],0,0,0.0,2020-06-18 13:26:09+00:00,1273607938188468224,"NEW AND USED TIRES
863 TIRES SHOP
YOUR NEIGHBORHOOD TIRE SHOP AND REPAIR FACILITY
OPEN 7 DAYS
NEW AND USED TIRES
FR… https://t.co/C3cSXAUIiA",0,1070704413906472960,863Shop,0.0,0.0,,,,,
Florida,0,0,['meet up'],0.0,2020-06-24 01:50:49+00:00,1275607280256499715,@itsauntie Where the twitter meet up,0,337286643,CoachPatJCooney,0.0,0.0,,,,,
Florida,"['drink', 'drink']",0,0,0.0,2020-05-09 16:20:00+00:00,1259156171858026497,@nnekaylaa In the mornings I drink green tea and at nights I drink the one pictured. It helps me relax at night and… https://t.co/MBfcOeHaYA,0,3022369229,melaninsunchild,0.0,1.0,,,,,
Florida,['golf'],0,0,0.0,2020-01-22 00:24:13+00:00,1219777754910076929,@jacknicklaus Happy 80th Birthday  and a big thank you for all you’ve done for golf and especially for all you have… https://t.co/PAROsmqZle,0,55124399,JPDOFACEP,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,
Florida,['service'],0,0,0.0,2020-03-25 11:21:18+00:00,1242773548101439490,"Share your industry or service and let's start building your website today! 561-718-1148
https://t.co/UpTm7w37la… https://t.co/F1HFHAEPs7",0,387101332,webdesigneroffl,0.0,0.0,,,,,
Florida,['beach'],0,0,0.0,2020-03-07 12:00:48+00:00,1236260509026004992,Today's beach conditions: https://t.co/8E3b00ZEZx,0,19044396,wxgarrett,2.0,2.0,,,,,
Florida,['drink'],0,0,0.0,2020-01-14 04:01:02+00:00,1216933216319418369,@RepAndyBiggsAZ @realDonaldTrump Have another drink @SpeakerPelosi,0,2363516880,usafnole95,0.0,1.0,,,,,
Florida,['trip'],0,0,0.0,2020-03-11 17:10:15+00:00,1237787936869023752,@keepinupwith_ny Yep. Before the trip I hadn’t ate out. That was our monthly goal for March,0,35528139,JustMAURii,0.0,0.0,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,
Florida,['meeting'],0,0,0.0,2020-06-10 14:38:13+00:00,1270726969794064385,@Priestjax @NateMonroeTU @matt_carlucci He says finance committee will look at the gas tax at its next meeting.,0,85743617,apantazi,0.0,2.0,,,,,
Florida,['gym'],0,0,0.0,2020-03-14 14:50:15+00:00,1238839865493553152,I went keto for 6 weeks since the Super Bowl. Lost 21.5 lbs. But now that this transformation challenge at my gym i… https://t.co/ldweRU0ZCA,0,63790454,AlexBoyerKC,0.0,3.0,,,,,
Florida,['shop'],0,0,0.0,2020-05-11 03:39:37+00:00,1259689591172468736,@valembrun2 Whats the Shop bro,0,134514331,TheRealZayy,0.0,0.0,,,,,
Florida,['games'],['watching'],0,0.0,2020-07-08 12:42:35+00:00,1280844729236815873,"@mikethomasmt8 Hi Mike! All my years of watching softball games from 8 yrs old thru college!!😂😂😂

Hope you and the… https://t.co/7jORZ8NJLM",0,50076513,RochieWBZ,0.0,3.0,"[[-73.508143, 41.187054], [-69.858861, 41.187054], [-69.858861, 42.8868241], [-73.508143, 42.8868241]]",United States,"Massachusetts, USA",admin,
Florida,['golf'],0,0,0.0,2020-07-04 20:28:13+00:00,1279512358898085889,Was that a bronzer? Too much sun from golf? Or prep for the wax museum? https://t.co/9X5Ekm3ud3,0,250166431,LeaBlackMiami,174.0,1219.0,,,,,
Florida,0,0,['work out'],0.0,2020-04-01 13:26:43+00:00,1245341827684761600,To go work out or fold clothes ...,0,1670886732,_HottSauce,0.0,0.0,,,,,
Florida,['games'],0,0,0.0,2020-04-17 18:12:36+00:00,1251211978246414337,@xxx_malice @zakaveli13 Damm bro I feel that my WiFi is trash lately my stream crash once or twice and my games are… https://t.co/TiTYwBW57m,0,1216602191923949568,pegaszues,0.0,0.0,,,,,
Florida,0,0,['go out'],0.0,2020-05-23 04:14:38+00:00,1264047058320752640,Wooowww this whole week  I haven’t been wanting to go out like at ALL. Work life has me DRAINED. Shit,0,3432315581,juliaa504,0.0,0.0,"[[-81.507905, 28.3882177], [-81.2276403, 28.3882177], [-81.2276403, 28.615139], [-81.507905, 28.615139]]",United States,"Orlando, FL",city,
Florida,['church'],0,0,0.0,2020-07-09 03:55:47+00:00,1281074546183819265,Christians: California Bans Singing in Church - Even With Masks &amp; Social Distancing  https://t.co/ABbkQ78Glv cc… https://t.co/DXAC2Nq6K6,0,15040988,geoff_deweaver,0.0,0.0,,,,,
Florida,['drinking'],0,0,0.0,2020-03-21 14:07:14+00:00,1241365755872116736,Hennessy 🗣 &amp; that’s why i continue drinking it 😂 https://t.co/ZhpsKXKu89,1,1217221118,__deofficialtae,0.0,0.0,,,,,
Florida,['vacation'],0,0,0.0,2020-02-09 19:34:06+00:00,1226590111216828416,Man i need a vacation pronto,0,162134272,iamdwilt3,0.0,1.0,"[[-80.352832, 26.029413], [-80.248923, 26.029413], [-80.248923, 26.064864], [-80.352832, 26.064864]]",United States,"Cooper City, FL",city,
Florida,['meeting'],0,0,0.0,2020-03-27 22:29:08+00:00,1243666389317099520,@nehakumar It’s a remarkable book. I’m rereading it this weekend for my book club meeting.,0,15219932,aquigley,0.0,1.0,,,,,
Florida,['camping'],0,0,0.0,2020-07-06 19:45:48+00:00,1280226461287358464,#airstream #airstreamlife #rvlife #airstreamliving #airstreamdreams  #glamping #vintageairstream #camping #rvliving… https://t.co/WIl3S7X2Cy,0,273438703,TFuchscreative,0.0,1.0,,,,,
Florida,['trip'],0,0,0.0,2020-07-10 05:11:00+00:00,1281455861471354882,"@Indy_Austin If you're ever in town, it's worth it just for a trip to Left Bank Books. And a stop in Jeni's never hurts.",0,2502701070,aprice1828,0.0,1.0,,,,,
Florida,['games'],0,0,0.0,2020-05-16 16:05:36+00:00,1261689263055405057,@realDonaldTrump @LindseyGrahamSC No you got caught. The games are over. Your reign of lies and corruption will soo… https://t.co/LgunHE8in9,0,1564201220,Guru_Fam305,0.0,0.0,,,,,
Florida,['delivery'],['delivery'],0,0.0,2020-04-11 14:30:04+00:00,1248981646369599489,"Here's what's open in Tampa Bay, like Dr BBQ with free delivery from Grub Hub. Add your business to the list now!… https://t.co/s9jddjvVjO",0,608235166,1055TheDove,0.0,0.0,,,,,
Florida,['delivery'],['delivery'],0,0.0,2020-03-14 01:55:37+00:00,1.23864492431E+18,@Reddsaidit Down in my root cellar I’ve hoarded canned laughs. Easy overnight delivery.,0,112763511.0,GareJoyceNHL,0.0,0.0,"[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]",Canada,"Toronto, Ontario",city,
Florida,['drinking'],0,0,0.0,2020-02-16 17:56:35+00:00,1229102288515534852,Yall still drinking cow milk? 😷,0,2429622212,liIkrg,1.0,1.0,,,,,
Florida,['drinking'],0,0,0.0,2020-03-05 21:37:49+00:00,1235680945304416257,Wouldn’t kick it out of bed for eating crackers! - Drinking a Dark Apparition by @jackieosbrewery @ Sinz Burritos  — https://t.co/OzySuiSkYf,1,1112959645,markboycow808,0.0,0.0,"[[-81.812436, 24.54394], [-81.729079, 24.54394], [-81.729079, 24.594749], [-81.812436, 24.594749]]",United States,"Key West, FL",city,
Florida,['golf'],0,0,0.0,2020-04-08 21:04:17+00:00,1247993692859830284,@JakeTheSmartass @cydiia1 @FreedomServed @amzieaa @PaishaC @patrickmkcirtap @realDonaldTrump U do realize golf is a… https://t.co/C7acWvuNaG,0,730144136393723904,Jwayne2218,0.0,0.0,,,,,
Florida,['pub'],0,0,0.0,2020-06-24 20:16:02+00:00,1275885415426404352,No fridges and microwave usage in break rooms at work?? Ayyy catch me getting pub subs every day 😂,0,76086593,cvakratsis,0.0,2.0,,,,,
Florida,['bar'],0,0,0.0,2020-06-13 21:42:22+00:00,1271920873319038979,Nice to be in a bar seeing people have a good time. https://t.co/PK9dr8p2mg,1,10983612,dereuter,0.0,0.0,,,,,
Florida,['bus'],0,0,0.0,2020-03-20 11:59:04+00:00,1240971115792683008,@vegan_rainbows @IRideMDT @AudreyMEdmonson @CommishEileen @DLCAVA @MayorGimenez No sanitizer on the bus?,0,23852881,doug_hanks,1.0,0.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city,
Florida,['office'],0,0,0.0,2020-03-06 16:46:12+00:00,1235969941892812802,Productive aff today cuz I’m tryna leave this office ASAP,0,4679060336,Baygirlmoni,0.0,1.0,,,,,
Florida,['game'],0,0,0.0,2020-05-12 23:16:47+00:00,1260348226252738562,@BaronRowe Big shoes to fill just never got us over the hump. If he brings us back in The Catch game. How different do we look at him?,0,1140818791183654912,JustPorter66,0.0,0.0,,,,,
Florida,['trip'],0,0,0.0,2020-05-20 05:34:30+00:00,1262979996961902592,Exact representation of an acid trip. Love the visuals https://t.co/sQ08dxDgyf,0,3024985525,jvstinyc,8.0,20.0,,,,,
Florida,"['park', 'bar']",0,0,0.0,2020-06-29 03:13:51+00:00,1277440112507400192,I can’t wear my amusement park outfit to the bar https://t.co/9umt4ddbKV,0,486934411,bev_k_,1.0,1.0,"[[-78.680998, 35.649142], [-78.546396, 35.649142], [-78.546396, 35.731468], [-78.680998, 35.731468]]",United States,"Garner, NC",city,
Florida,['park'],['beers'],0,0.0,2020-04-17 14:17:00+00:00,1.25115268641986E+18,@1057FMTheFan Walking from the Yount tailgate lots to the gates at Miller park crushing as many beers as humanly possible,0,1.19788591531155E+18,AnthonyAB1213,0.0,0.0,,,,,
Florida,['beach'],0,0,0.0,2020-07-11 21:31:45+00:00,1282065061943676928,Miami Beach High School student earns full scholarship to @Harvard https://t.co/oPMWPkZpb2,0,968552456438321152,sobenews,0.0,0.0,"[[-80.147162, 25.7613083], [-80.1187628, 25.7613083], [-80.1187628, 25.872623], [-80.147162, 25.872623]]",United States,"Miami Beach, FL",city,
Florida,['shops'],0,0,0.0,2020-06-12 18:05:43+00:00,1271503964903813121,@ryanhopperadio @HoppeHour Rich is a great guy and definitely a professional. I went to him for a solid year before he moved shops.,0,720497586,TheCoryCardinal,0.0,2.0,,,,,
Florida,['pub'],0,0,0.0,2020-03-20 23:07:04+00:00,1241139220732919808,Slainte!!! @ Falana's Irish Pub https://t.co/eGYEVAGMAY,1,24685252,TheRobbF2,0.0,0.0,"[[-80.4474, 27.557127], [-80.356133, 27.557127], [-80.356133, 27.607531], [-80.4474, 27.607531]]",United States,"Florida Ridge, FL",city,
Florida,['delivery'],['delivery'],0,0.0,2020-01-29 13:41:04+00:00,1222515003623911425,We’re got a special delivery for @JoeGibbsRacing heading up to Charlotte for a certain ceremony this weekend. https://t.co/1QbrmyeLDd,0,39814938,DISupdates,17.0,246.0,,,,,
Florida,"['conference', 'beach', 'hotel']",0,0,0.0,2020-01-17 15:26:26+00:00,1218192862887714821,@Orly819 Yeah. Attending a conference at Miami Beach Convention Center. My hotel was right on A1A.,1,16202136,esposimi,0.0,2.0,"[[-80.147162, 25.7613083], [-80.1187628, 25.7613083], [-80.1187628, 25.872623], [-80.147162, 25.872623]]",United States,"Miami Beach, FL",city,
Florida,['conference'],0,0,0.0,2020-01-01 07:40:05+00:00,1212277298872881152,@ImDerBatman Until they start carrying their weight in this conference I don’t give two shits what they think!,0,749044777354604544,paulcun610,0.0,0.0,"[[-80.248975, 25.9862279], [-80.107808, 25.9862279], [-80.107808, 26.093132], [-80.248975, 26.093132]]",United States,"Hollywood, FL",city,
Florida,"['game', 'game']",0,0,0.0,2020-01-21 02:11:04+00:00,1219442253535555584,@TheMadHEATFan I’m a Spo fan...I wishing last game and this game he would put Waiters in...if we get waiters going… https://t.co/z2jRSjxDqi,0,2833430119,dmackey161,0.0,1.0,,,,,
Florida,['game'],0,0,0.0,2020-01-25 22:31:29+00:00,1221198933705265153,What is going on @etv with the broadcast of the game? Nothing is showing and it's just a blank screen .Is it you or… https://t.co/ODGOekCoaE,0,370823063,Onesimo_Frank,0.0,0.0,"[[27.8925632, -26.1368652], [28.0223519, -26.1368652], [28.0223519, -25.9025742], [27.8925632, -25.9025742]]",South Africa,"Randburg, South Africa",city,
Florida,['office'],0,0,0.0,2020-06-04 22:54:25+00:00,1268677516014878721,I can’t wait till I have an Office 😊😌,0,744130416,nicole_lebby97,0.0,0.0,"[[-83.3748253, 30.762483], [-83.230199, 30.762483], [-83.230199, 30.9496862], [-83.3748253, 30.9496862]]",United States,"Valdosta, GA",city,
Florida,"['game', 'vacation']",['watched'],0,0.0,2020-03-29 11:50:00+00:00,1244230324059504640,@histteacherlady @965TheCave For Love of the Game!! I think I've watched it more than Christmas Vacation!! 🤣🤣🤣,0,729804343474532352,TechyBecky7,0.0,2.0,"[[-80.463302, 27.5870076], [-80.346166, 27.5870076], [-80.346166, 27.674983], [-80.463302, 27.674983]]",United States,"Vero Beach, FL",city,
Florida,['park'],0,0,0.0,2020-04-15 21:04:28+00:00,1250530455264407557,GOT 2 SPOTS LEFT FOR OUR NEXT PARK TOURNAMENT. @TheBossDesigns1 @ToledoDuro419 @JOn60fps @Cheeseaholic_YT @Nxte_YT… https://t.co/VjOKGkHvL7,0,980490998525591552,trashtalkers2kp,0.0,0.0,,,,,
Florida,['camp'],0,0,0.0,2020-07-09 19:04:27+00:00,1281303219159863307,@TooToughToTame any updates on whether fans will be allowed to camp infield for the #Southern500?,0,14484851,Birdland2131,0.0,0.0,,,,,
Florida,['game'],0,0,0.0,2020-01-20 17:41:53+00:00,1219314114515951617,Today on “is this going to be a burp or am I going to vomit?” A game show brought to you by mimosas and white claws,0,32929775,th1s1sallstup1d,0.0,4.0,"[[-82.620093, 27.821353], [-82.2652945, 27.821353], [-82.2652945, 28.171836], [-82.620093, 28.171836]]",United States,"Tampa, FL",city,
Florida,['cafe'],0,0,0.0,2020-03-15 19:41:37+00:00,1239275579079180288,I checked in at Rawk Star Cafe St. Pete on #Yelp https://t.co/FlDOAL69l5,1,71315561,KerrKL,0.0,0.0,,,,,
Florida,['traveled'],0,0,0.0,2020-06-19 15:12:12+00:00,1273997015823912960,The thought og homeless sex just made my stomach turn and I don't know why my brain traveled there.,0,25192428,GrassBandicoot,0.0,0.0,,,,,
Florida,['game'],0,0,0.0,2020-04-09 19:10:27+00:00,1248327433620725763,I will beat this game this time around...maybe IDK I be lying a lot #Persona5 https://t.co/MpcNU1LsTk,0,761224106511589376,AfrodanTV,0.0,0.0,,,,,
Florida,['shops'],0,0,0.0,2020-01-11 19:47:58+00:00,1216084353849135105,"@thisfloridalife @LilDisFan Honestly I’ve been going to @AldiUSA more often for my grocery shops now, the prices are too good.",0,21310715,christier0408,0.0,3.0,,,,,
Florida,['golf'],0,0,0.0,2020-06-14 02:57:20+00:00,1272000140119851009,@MintzGolf @CSChallengeFW Tough one not having played tournament golf in a while,0,56442322,dallasreese,0.0,0.0,,,,,
Florida,['park'],0,0,0.0,2020-01-19 05:53:07+00:00,1218773360684998656,"Just the cutest. In 2 colors. Available now @louisejamesbou1 ❤️🖤 @ Winter Park, Florida https://t.co/fyjbseBB7D",0,1149699592436506624,louisejamesbou1,0.0,0.0,"[[-81.375805, 28.567893], [-81.307654, 28.567893], [-81.307654, 28.632478], [-81.375805, 28.632478]]",United States,"Winter Park, FL",city,
