state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,is_relevant,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place
Michigan,0,['watch'],0,0,2020-06-06 06:50:33+00:00,1.26915972811612E+18,So good. Please watch. https://t.co/uDwyq3LTCC,1,335718997.0,bdek2112,0.0,0.0,,,,
Michigan,0,['posted'],0,0,2020-01-03 05:48:05+00:00,1.2129738891665E+18,"Just posted a photo @ Burton, Michigan https://t.co/T3i3Dat3iu",1,2518704008.0,AcoraW,0.0,0.0,"[[-83.692863, 42.959625], [-83.573753, 42.959625], [-83.573753, 43.048152], [-83.692863, 43.048152]]",United States,"Burton, MI",city
Michigan,0,['wine'],0,0,2020-05-23 04:09:24+00:00,1.26404574202237E+18,retired the liquor stage and entered the wine stage,1,534814566.0,HunntyRae,1.0,6.0,,,,
Michigan,0,['amazon'],0,0,2020-02-08 20:53:00+00:00,1.22624757958056E+18,"https://t.co/wsoiKSmI2h

#amazonbook #amazon #bookstagram #books #book #kindleunlimited #amazonbooks #ebooks… https://t.co/uCl8Cryok2",1,3055365862.0,dinogogoofficia,8.0,8.0,,,,
Michigan,0,"['watching', 'stream']",0,0,2020-05-17 03:25:55+00:00,1.26186047264037E+18,Currently watching @bostoncrusaders live stream on Facebook and thriving,1,411760974.0,TonyTheKraken,0.0,13.0,,,,
Michigan,0,['posted'],0,0,2020-02-06 03:41:05+00:00,1.22526311417589E+18,Just posted a video @ Waterford Township https://t.co/0zQ8H7Ymsd,1,36527651.0,foururockey,0.0,0.0,"[[-83.44622, 42.611619], [-83.325405, 42.611619], [-83.325405, 42.705913], [-83.44622, 42.705913]]",United States,"Waterford, MI",city
Michigan,0,['watching'],0,0,2020-05-25 01:24:37+00:00,1.26472904759625E+18,"@espn Missing watching #TheLastDance like me? Yeah, I know. It was great 5 weeks Sundays at 9pm on 
@ESPN
. Extraor… https://t.co/31WYzO9Ue1",1,34830628.0,TOLRadioHostMSN,0.0,0.0,,,,
Michigan,0,['watching'],0,0,2020-06-02 00:55:17+00:00,1.26762076887734E+18,Yup it is like watching a movie 🎥 https://t.co/yaTLs8avMQ,0,3291532699.0,QeyboardWarrior,1.0,1.0,,,,
Michigan,0,['watch'],0,0,2020-05-19 21:52:06+00:00,1.26286362814487E+18,he gone be a preacher watch https://t.co/w3bZ9QMNhH,0,7.13388233623601E+17,chanterelleeee,0.0,0.0,,,,
Michigan,['bar'],['wine'],0,0,2020-03-08 16:17:19+00:00,1.23668744928118E+18,"Pop-Ups this week:

March 10: Mudgie's Deli &amp; Wine Bar 1417 Brooklyn Detroit, Corktown, MI 6:00-9:00p.

March 13: D… https://t.co/V41SzMNBzj",0,3316452059.0,mattandmos,0.0,0.0,,,,
Michigan,0,['read'],0,0,2020-04-17 01:48:23+00:00,1.25096429291402E+18,"@jb_duckmayr I read a very good quote on this abt a year ago. Something like ""people who complain about installing… https://t.co/0xDYIdBbjG",0,4646611941.0,arthur_spirling,0.0,1.0,,,,
Michigan,0,['switch'],0,0,2020-04-23 02:15:28+00:00,1.25314543330992E+18,"Playing Megaman 1 on the Switch, and my palms are sweaty. Anxiety is through the roof, but I’m having fun. “Nintend… https://t.co/KNVjvpKBCO",1,24499656.0,AndyBeau,0.0,0.0,,,,
Michigan,['meetings'],['zoom'],0,0,2020-04-03 05:18:50+00:00,1.24594382295523E+18,"Everyone complaining about doing zoom classes,meetings, or calls... how do you think college kids felt as soon as w… https://t.co/Z8T3TZ2QTv",1,4492076908.0,skyleighh6,0.0,3.0,"[[-83.181455, 42.183685], [-83.141012, 42.183685], [-83.141012, 42.235102], [-83.181455, 42.235102]]",United States,"Wyandotte, MI",city
Michigan,0,['read'],0,0,2020-03-31 14:14:25+00:00,1.24499144510428E+18,"@HelmetAddict ""learned not to use my disc sander on sensitive parts."" is the best thing I have read on Twitter all day.",0,14050888.0,chargerblue,0.0,0.0,,,,
Michigan,['practices'],['post'],0,0,2020-05-14 17:14:19+00:00,1.26098178139584E+18,If your business is looking to reopen post quarantine.  Check out these best practices for keeping your employees a… https://t.co/Ww7ntpTE5K,0,18564909.0,TyRossmaessler,0.0,0.0,,,,
Michigan,['tripping'],['twitch'],0,0,2020-02-29 03:47:18+00:00,1.23359959841085E+18,Update: twitch account still not made. Currently tripping balls tryna paint and rebuild a Zaku SD kit. Wish me luck x,0,1971510733.0,xoxobitta,0.0,2.0,,,,
Michigan,0,['watching'],0,0,2020-03-13 18:01:09+00:00,1.23852552197528E+18,"I’m watching the country &amp; economy I’m supposed to raise children in fall into shambles 

I’ll joke about it if I want to.",0,435468321.0,EtelaMaccin,5.0,62.0,"[[-84.515906, 42.704505], [-84.447347, 42.704505], [-84.447347, 42.788935], [-84.515906, 42.788935]]",United States,"East Lansing, MI",city
Michigan,0,['netflix'],0,0,2020-05-04 02:37:09+00:00,1.25713715586177E+18,"@GraceRandolph  with the possibility of Netflix buying Viacom, could one of the benefits be that they stop doing th… https://t.co/nxnlya8IYX",0,197811616.0,cousino12,0.0,0.0,"[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]",United States,"Chicago, IL",city
Michigan,0,['cocktail'],0,0,2020-03-15 21:31:16+00:00,1.23930317329635E+18,"Not an anti-coronavirus cocktail but still, oh so good👍🏻👍🏻👍🏻
@MONKEY_47 https://t.co/js8gKtsU2o",1,515053366.0,GolfNutRiblick,0.0,2.0,"[[-85.782296, 42.873971], [-85.732351, 42.873971], [-85.732351, 42.933431], [-85.782296, 42.933431]]",United States,"Grandville, MI",city
Michigan,0,['post'],0,0,2020-03-31 08:05:56+00:00,1.24489871242347E+18,Thought I would post this here since TikTok not giving it the hype it deserves 😜❤️ #TikTok #GoFollowMe https://t.co/mDzOqOGBu0,0,7.79077715555029E+17,mrsteutashabani,1.0,44.0,,,,
Michigan,0,['posts'],0,0,2020-04-13 18:05:40+00:00,1.24976068237298E+18,Waiting for the rip young chop posts 💀,0,1.17911912050115E+18,OVBDom,1.0,1.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin
Michigan,0,['post'],0,0,2020-04-06 05:11:07+00:00,1.24702904309191E+18,"@TYistheLIMIT_ Lmao damn i only gained seven pounds in ten years, don’t judge me i just don’t post pics anymore",0,349485199.0,epitomeofti,0.0,0.0,,,,
Michigan,0,['youtube'],0,0,2020-05-28 00:09:36+00:00,1.26579733494181E+18,The honors night YouTube celebration was not what we had expected. The principal talked for maybe 2 minutes and the… https://t.co/rKgH9R3sXm,1,2970733244.0,dhammelef,0.0,0.0,,,,
Michigan,0,"['read', 'posts']",0,0,2020-05-27 03:43:55+00:00,1.26548888117409E+18,@darlinginmyway So I read some of his posts and I can hear the English.,0,14319541.0,BluePhoenix1,0.0,1.0,,,,
Michigan,0,['netflix'],0,0,2020-07-08 18:07:09+00:00,1.2809264130555E+18,@Netflix_Updates Best decision Netflix ever made.,0,893328750.0,sueowens63,0.0,0.0,,,,
Michigan,0,['watching'],0,0,2020-01-27 03:41:28+00:00,1.2216393318504E+18,"Building Gundam's, Watching Tekken The Road To King of the Iron Fist, and reviewing Online tekken matches. https://t.co/qLnz76ojjH",1,7.46260611919647E+17,Radiantsn0w1,0.0,1.0,"[[-85.748363, 44.634632], [-85.636557, 44.634632], [-85.636557, 44.670547], [-85.748363, 44.670547]]",United States,"Grawn, MI",city
Michigan,['shopping'],"['cook', 'cook']",0,0,2020-02-28 13:12:17+00:00,1.23337939435544E+18,Grocery shopping today I hope my sister cook Sunday lol shit she can cook tonight 😂😂,1,319435263.0,Shalontaenadia_,0.0,0.0,"[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]",United States,"Detroit, MI",city
Michigan,0,['watched'],0,0,2020-02-13 17:02:06+00:00,1.22800141295463E+18,I still haven’t watched Zion play in the NBA,0,322116880.0,Grimm1216,0.0,0.0,"[[-80.282775, 26.089889], [-80.265788, 26.089889], [-80.265788, 26.1051956], [-80.282775, 26.1051956]]",United States,"Pine Island Ridge, FL",city
Michigan,"['game', 'game']",['watching'],0,0,2020-07-06 19:36:04+00:00,1.28022401277851E+18,That’s 14 starting QBs since I can remember watching my first Chiefs game. I’ve hardly missed a game since. Through… https://t.co/avjlnV2mB3,0,333722375.0,CarverJohnny,0.0,0.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city
Michigan,0,['watch'],0,0,2020-01-15 21:50:50+00:00,1.21756482745288E+18,@GirlNamedBoston I watch because I am a true fan that supports the Redwings and the organization....and #TrustSteve,0,481621083.0,Sonya_61995,0.0,1.0,"[[-85.648591, 42.150587], [-85.491151, 42.150587], [-85.491151, 42.245344], [-85.648591, 42.245344]]",United States,"Portage, MI",city
Michigan,0,['watching'],0,0,2020-05-09 00:49:37+00:00,1.25892203559142E+18,@glikins610 Me watching the vampire diaries for the 7th time,0,1.00166477948275E+18,peytonmarie__,0.0,1.0,,,,
Michigan,0,['beer'],0,0,2020-05-25 01:07:43+00:00,1.26472479795239E+18,@HKrroqi But your Stafford fan. Any beer you toss me will get intercepted.,0,9.10227967007232E+17,realJosephOdish,0.0,0.0,,,,
Michigan,0,['posting'],0,0,2020-02-18 06:42:24+00:00,1.22965739843404E+18,@contentwh0re @IAMSLIMPOKE @PaigeOwensXXX Please keep posting BTS!,0,1.19587606478821E+18,Dusty6969ass,0.0,0.0,,,,
Michigan,0,['reading'],0,0,2020-06-25 06:39:07+00:00,1.27604222012735E+18,"https://t.co/AIC5Lnr5vb thank you for the follow! I look forward to reading your tweets. Please RT my blog, https://t.co/ySEgL25yZB",0,2929465251.0,_d_a_n_i_e_l__b,0.0,0.0,,,,
Michigan,0,['watched'],0,0,2020-03-21 13:59:54+00:00,1.24136390948071E+18,"@xproofx My kid had to tell me ""there's no crying in baseball"" while I watched this!!❤️ ⚾️",0,16809966.0,scgrmom,0.0,0.0,"[[-83.559041, 42.4928472], [-83.4992792, 42.4928472], [-83.4992792, 42.563759], [-83.559041, 42.563759]]",United States,"Wixom, MI",city
Michigan,0,['ps4'],0,0,2020-04-16 14:25:15+00:00,1.25079237309914E+18,Cant believe I'm buying nasty ass butterfingers so I can get a tifa theme for my ps4,0,2184330518.0,jifour98,0.0,1.0,,,,
Michigan,0,['cook'],0,0,2020-04-08 04:01:58+00:00,1.24773641746939E+18,@blaqueerfemme You got food at home! Go cook something.,0,393664386.0,AQueerkilljoy,0.0,1.0,,,,
Michigan,0,['amazon'],0,0,2020-04-30 19:01:52+00:00,1.25593541633263E+18,@J0hnLedez Factory work can probably be safer than working at HEB or Amazon anyway.,0,1463279707.0,JoeGuerra1026,0.0,0.0,,,,
Michigan,0,['watch'],0,0,2020-04-30 06:35:31+00:00,1.25574759097458E+18,yes me dming people uncomfortable tweets/videos i had to watch i hate suffering alone ❤️,0,1.07012391069855E+18,malenaphanle,0.0,1.0,,,,
Michigan,0,['clean'],0,0,2020-03-27 04:18:16+00:00,1.24339186724637E+18,swear i’m gonna have to completely wipe my computer clean after this online shit,0,173565611.0,MayaNikolee,0.0,1.0,"[[-83.661476, 42.165629], [-83.542129, 42.165629], [-83.542129, 42.3257971], [-83.661476, 42.3257971]]",United States,"Ypsilanti, MI",city
Michigan,0,['post'],0,0,2020-05-12 18:01:03+00:00,1.26026876901372E+18,"For young science trainees (graduate school, post-docs) How science training fellowships can help your career. Some… https://t.co/5xIa4nk5Sf",0,72551675.0,kpmitton,0.0,0.0,,,,
Michigan,0,['clean'],0,0,2020-04-24 04:34:17+00:00,1.25354275664924E+18,Trump suggests 'injection' of disinfectant to beat coronavirus and 'clean' the lungs https://t.co/lpJGWBjiyE via @nbcnews,0,65658849.0,steveambo,0.0,0.0,"[[-84.348046, 33.915238], [-84.2649311, 33.915238], [-84.2649311, 33.970907], [-84.348046, 33.970907]]",United States,"Dunwoody, GA",city
Michigan,0,['watch'],0,0,2020-04-24 20:10:48+00:00,1.25377844012738E+18,"It's happening again, you can watch me take on professional drivers like @robbholland3, virtually at least, at Mid-… https://t.co/Xo3ogZjpNM",0,24635325.0,RobinWarner,0.0,2.0,,,,
Michigan,0,['posting'],0,0,2020-06-11 13:12:27+00:00,1.2710677768836E+18,"stop posting about regular shit.
this fight for Black Lives is not over.
i hate seeing how comfortable you are to l… https://t.co/XiMXhKvD7p",0,454484733.0,mannylooou,0.0,2.0,"[[-86.36849, 41.89966], [-86.305321, 41.89966], [-86.305321, 41.976116], [-86.36849, 41.976116]]",United States,"Berrien Springs, MI",city
Michigan,0,['netflix'],0,0,2020-03-04 02:38:49+00:00,1.23503191611977E+18,If someone would drop some Netflix suggestions that would be greatly appreciated 🍻,1,633084924.0,stacyalmquist2,0.0,0.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin
Michigan,0,['ipa'],0,0,2020-05-01 23:05:48+00:00,1.25635919404483E+18,Drinking an American Beauty Hazy Ripple IPA by @dogfishbeer @ Untappd at Home — https://t.co/bz8JsNdQzz,1,364609596.0,Peakestar,0.0,0.0,,,,
Michigan,0,['posting'],0,0,2020-01-18 16:05:21+00:00,1.21856504516606E+18,I gotta give it to some of y’all. Some of my followers really do be RT/posting some funny shit loll,0,91709968.0,prodigiouschuck,0.0,0.0,"[[-117.80156, 34.086183], [-117.7331479, 34.086183], [-117.7331479, 34.1653575], [-117.80156, 34.1653575]]",United States,"La Verne, CA",city
Michigan,0,['reading'],0,0,2020-06-20 03:35:40+00:00,1.27418411530301E+18,"@suffoc4tion Yea I'm reading your tweet currently, very interesting, You should check it out",0,8.58261839527911E+17,Alex_cartter,0.0,0.0,,,,
Michigan,0,['watch'],0,0,2020-04-02 15:28:56+00:00,1.2457349700203E+18,@realDonaldTrump Do you watch the news !? How can the president of the United States be so out of touch with reality !,0,17477336.0,ColleenK45,0.0,0.0,,,,
Michigan,0,['playstation'],0,0,2020-04-12 05:05:30+00:00,1.24920195696025E+18,Check out my broadcast from my PlayStation 4! #PS4live (NBA 2K20)  live at https://t.co/R4lrqfa4YT,1,3022555587.0,CapsSlick,0.0,0.0,,,,
Michigan,0,['youtube'],0,0,2020-06-15 21:53:11+00:00,1.27264837202185E+18,@Paleocrat @bellocquotes 🤣 Yes!  That's the solution! Less #Twitter and more #YouTube!,0,3313877960.0,HawleyGrrrlzMom,0.0,2.0,,,,
Michigan,0,['watch'],0,0,2020-07-12 05:40:16+00:00,1.28218800172492E+18,A severe thunderstorm watch has been issued for parts of Oklahoma until 4 AM CDT https://t.co/nJbAZRcdcf,0,2544250500.0,NWSSevereTstorm,8.0,9.0,"[[-103.0026515, 33.615765], [-94.431332, 33.615765], [-94.431332, 37.002328], [-103.0026515, 37.002328]]",United States,"Oklahoma, USA",admin
Michigan,0,['posted'],0,0,2020-01-23 23:07:29+00:00,1.22048321689065E+18,"I just posted ""Camille’ eyes"" for my story ""Camilles eyes "". https://t.co/PqpADwnNvl https://t.co/2TTaLTWay8",0,1.18482374182777E+18,AprintTowan,0.0,0.0,,,,
Michigan,0,['watched'],0,0,2020-04-08 23:50:08+00:00,1.24803542883549E+18,@knicky_2 I’ve watched virtual Steel Vengeance more times than I’m proud of LOL,0,308312668.0,cicotte24,0.0,1.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin
Michigan,0,['posted'],0,0,2020-01-11 01:23:17+00:00,1.21580635194473E+18,Just posted a photo https://t.co/AGyqaaWkab,1,361647776.0,beaudillion,0.0,0.0,,,,
Michigan,0,['read'],0,0,2020-01-28 16:08:01+00:00,1.2221895973436E+18,@FranksFiles @DavidCornDC The rhetoric?  Yep.  Just read message boards.  The rhetoric comes from orgs making money… https://t.co/mCQvfhz6GK,0,23156279.0,johnfrendo,0.0,0.0,,,,
Michigan,0,['watch'],0,0,2020-05-10 09:29:38+00:00,1.2594152910141E+18,I can’t find my Apple Watch 🥴🤦🏾‍♀️,0,169225271.0,shanticedj_,0.0,0.0,,,,
Michigan,0,['posted'],0,0,2020-03-16 05:58:04+00:00,1.23943071345726E+18,Just posted a photo https://t.co/YsMRInB38r,1,40730664.0,muzicempire,0.0,0.0,,,,
Michigan,0,['switching'],0,0,2020-05-01 05:03:30+00:00,1.2560868222304E+18,I’m going bougie I’m switching my profile,0,70293529.0,spillgod,0.0,0.0,,,,
Michigan,0,['posted'],0,0,2020-07-12 12:06:26+00:00,1.282285186777E+18,Just posted a photo https://t.co/TQlIVs5QUr,1,1257566785.0,mantisjus,0.0,0.0,,,,
Michigan,0,['watching'],0,0,2020-05-16 19:46:05+00:00,1.26174475017832E+18,"@maxberger @peterdaou I am still Sanders Strong.
The democratic party has done nothing to earn my vote.  Watching t… https://t.co/hLhAVVZnzq",0,29965471.0,human53,0.0,0.0,,,,
Michigan,0,['read'],0,0,2020-06-23 15:38:22+00:00,1.27545315107254E+18,"@csiclarkston We need to read all the details, but yes, it’s a great start.",0,292651706.0,TommyMc25,0.0,3.0,"[[-83.529332, 42.728267], [-83.4464, 42.728267], [-83.4464, 42.800759], [-83.529332, 42.800759]]",United States,"Springfield, MI",city
Michigan,0,['watch'],0,0,2020-05-16 17:02:30+00:00,1.26170358529488E+18,Everyone also watch out bc I was charged for something I won’t receive from @shopDisney this is just a mess,10,25835766.0,Bryana_Rose,0.0,2.0,,,,
Michigan,0,['stream'],0,0,2020-02-05 15:48:37+00:00,1.22508381863114E+18,Blissfully floating down stream,0,66528561.0,yungnhungryTNT,0.0,0.0,,,,
Michigan,0,"['beer', 'beers']",0,0,2020-04-06 18:53:22+00:00,1.24723597185642E+18,"Taking a beer break from yard work. 
Thank god I have 38 more beers. Thinking this may be a long break https://t.co/xL2bisWxlR",1,7.63344480783262E+17,Moose7973,0.0,6.0,,,,
Michigan,0,['watch'],0,0,2020-05-26 17:02:11+00:00,1.26532738362162E+18,@Rose_Of_Dawn Grave of the Fireflies makes me ugly cry every time (all three that I’ve managed to watch through).,0,24040255.0,pandorabox82,0.0,0.0,,,,
Michigan,0,['cleaning'],0,0,2020-07-07 10:51:58+00:00,1.28045450734902E+18,@AlwaysQuackinUp i work off show fees at shows by cleaning/feeding helping the others,0,9.88041749271544E+17,Katie_Tener,0.0,1.0,,,,
Michigan,0,['posted'],0,0,2020-04-29 17:37:06+00:00,1.25555169900937E+18,@RadioLesJames Someone mysteriously posted it already: https://t.co/CMQIYRLPmG,0,26505331.0,AdamJardy,0.0,0.0,,,,
Michigan,0,"['post', 'read']",0,0,2020-02-23 23:48:33+00:00,1.23172757737247E+18,"LOTS of thoughts today. Check out today’s post and my IG story to hear/read them💭
https://t.co/97BJAOqZv9 https://t.co/ojf9miBPsn",0,458688206.0,mirandacohenfit,1.0,99.0,,,,
Michigan,0,['watched'],0,0,2020-04-18 13:10:28+00:00,1.25149833156359E+18,@TennilleNAllen @emilylhauser My 18-year-old has too! He’s watched the entire series ... many ... times. Many.,0,23759395.0,A2Jess,0.0,2.0,,,,
Michigan,0,['watches'],0,0,2020-03-14 19:17:05+00:00,1.23890701785258E+18,Today the world watches @ufc,0,1297227926.0,joey_krug,0.0,4.0,"[[-88.617059, 47.089155], [-88.511915, 47.089155], [-88.511915, 47.123547], [-88.617059, 47.123547]]",United States,"Houghton, MI",city
Michigan,0,['posts'],0,0,2020-07-01 23:42:09+00:00,1.27847399960608E+18,New story on NPR: 'It's Our Fault': Nextdoor CEO Takes Blame For Censorship of Black Lives Matter Posts https://t.co/MFhtKspiB1,0,89057229.0,Pumbaa1983,0.0,0.0,,,,
Michigan,"['church', 'church']",['watch'],0,0,2020-03-31 12:14:42+00:00,1.24496131475109E+18,"@upnorthlive I love going to church, but we can safely watch it at home.  Our church is having small groups connect… https://t.co/S1gOhu6AyS",0,3192659800.0,karenfarrell77,0.0,0.0,,,,
Michigan,0,['watching'],0,0,2020-05-02 03:01:55+00:00,1.25641861637287E+18,“What day is it? Do we still go to the bathroom outside? But I think there are nuns watching...” ~ Spring Bird… https://t.co/537g6qOYLB,0,419486580.0,kmjones234,0.0,1.0,,,,
Michigan,0,['posted'],0,0,2020-03-17 18:55:13+00:00,1.2399886769874E+18,"Just posted a video @ Philadelphia, Pennsylvania https://t.co/jK8A1hkzE6",1,8.96094237611176E+17,ohmymisscookie,0.0,0.0,"[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]",United States,"Philadelphia, PA",city
Michigan,['game'],0,0,['stay in'],2020-01-15 13:17:55+00:00,1.21743574834283E+18,"Strikeouts are apart of the game. Stay in the batters box, focus in cause that HR will be in due time and right on… https://t.co/m2cnMi5RaH",0,78157547.0,SaysMrTipton10,0.0,0.0,,,,
Michigan,0,['reading'],0,0,2020-02-03 13:42:24+00:00,1.22432727553092E+18,"Dozens Of Koalas 'Massacred' On Australian Logging Plantation via @IFLScience

- Reading this made feel really angr… https://t.co/qKNHMSPY1k",0,201879860.0,misscalhere,0.0,0.0,,,,
Michigan,0,['watched'],0,0,2020-06-10 01:17:48+00:00,1.2705255399678E+18,Thinks were simpler when you came home from school and watched You Can't Do That On Television.,0,59928398.0,Cassfullofjoy,0.0,8.0,,,,
Michigan,0,['watch'],0,0,2020-01-06 05:32:59+00:00,1.21405725189751E+18,"Idk who needs to hear this but obedience has consequences. Listen to God. 
Do what He says. Watch God work. 💯",0,368632531.0,RGipsonWillis,1.0,2.0,,,,
Michigan,0,['post'],0,0,2020-04-01 12:32:50+00:00,1.24532826619554E+18,A bittersweet honor to be featured in the final Mad Scientist Journal post - if you enjoy short fiction you should… https://t.co/vyp9tXVSGN,0,1280087924.0,edebellauthor,2.0,3.0,,,,
Michigan,0,['watching'],0,0,2020-03-16 23:08:30+00:00,1.23969003114251E+18,@GUnit_81 I'm watching fishing show! I'm ready to go catch Walleye!,1,738870109.0,michaeljwilke,0.0,1.0,"[[-83.437523, 42.439001], [-83.316839, 42.439001], [-83.316839, 42.529556], [-83.437523, 42.529556]]",United States,"Farmington Hills, MI",city
Michigan,0,['read'],0,0,2020-05-05 23:54:14+00:00,1.25782093307677E+18,Well if this entire thread isn’t some of the most unhinged dreck I’ve ever read... https://t.co/fTDBhxue3u,0,74329344.0,whitneyliberty,0.0,2.0,"[[-83.433894, 42.3524527], [-83.312805, 42.3524527], [-83.312805, 42.442178], [-83.433894, 42.442178]]",United States,"Livonia, MI",city
Michigan,0,['facetiming'],0,0,2020-03-18 19:44:10+00:00,1.24036338460594E+18,thankful for facetiming my love @e_lawry last night https://t.co/n65jn5e6Xt,1,596825553.0,schwiick,0.0,1.0,,,,
Michigan,"['game', 'games']","['xbox', 'ps4', 'xbox']",0,0,2020-04-30 14:41:24+00:00,1.25586986821943E+18,@MGoFish I prefer Xbox's social game stuff better but online is free with the PS4 and they have MLB The Show games where Xbox does not.,0,25399802.0,just_hanson,0.0,1.0,,,,
Michigan,0,['reads'],0,0,2020-03-30 18:03:15+00:00,1.24468664215512E+18,"Lots of great resources here! @jennifercgrant 
Recipes, Good Reads, and Diversions for Social Distancers | Compassi… https://t.co/cxluRIwOnV",0,1921288728.0,GlenysNellist,1.0,2.0,,,,
Michigan,0,['watching'],0,0,2020-03-02 01:40:42+00:00,1.23429251590754E+18,i’m watching twilight for the first time and i. am. obsessed. middle school me would be SHOOK,1,4209263900.0,lexalamode,0.0,1.0,"[[-83.691588, 36.533796], [-83.61874, 36.533796], [-83.61874, 36.60012], [-83.691588, 36.60012]]",United States,"Harrogate, TN",city
Michigan,0,['read'],0,0,2020-03-24 16:48:54+00:00,1.24249360596249E+18,@aria_gerson Wow! That passed me by when he got recruited. That's great! I'd love to read your favorite piece if you link it!,0,20487579.0,misterAndyReid,0.0,0.0,"[[-82.951773, 42.421348], [-82.910915, 42.421348], [-82.910915, 42.450733], [-82.951773, 42.450733]]",United States,"Harper Woods, MI",city
Michigan,0,['read'],0,0,2020-05-14 19:03:04+00:00,1.26100915134333E+18,@_shannonweiss Will text u an article I read via National Geographic. Its in correlation w/ the pandemic &amp; why our… https://t.co/lvWVIJfQ6M,0,30788559.0,NarlynVenice,0.0,0.0,,,,
Michigan,0,['delivered'],0,0,2020-04-16 15:41:17+00:00,1.25081150925883E+18,I’m getting chicken wings delivered to my house today but I don’t know where I’m going to get them from.,1,259148412.0,BONERPARTY,0.0,2.0,,,,
Michigan,0,['reads'],0,0,2020-03-14 17:30:29+00:00,1.2388801893771E+18,"@scottbix That stamp that reads ""Preferential Treatment"" made me smile.",0,23677457.0,investinaccess,0.0,0.0,,,,
Michigan,0,['reading'],0,0,2020-06-28 01:03:28+00:00,1.27704491561318E+18,@proto_onionist Reading your tweets,0,9.03997129424859E+17,kgopinion,0.0,16.0,,,,
