state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,is_relevant,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place
Florida,0,['watching'],0,0,2020-05-17 18:19:01+00:00,1262085230380359682,@jasonk848 Watching now 👀,0,1059530271765209088,fl_west,0.0,0.0,,,,
Florida,0,['watched'],0,0,2020-07-12 07:22:51+00:00,1282213820614742016,I haven't watched ESPN in years but in middle school I liked to do that. You see their schedule. Starting the day w… https://t.co/XAk5YsWcPE,0,1017323804014645248,alfonsohoops,0.0,0.0,,,,
Florida,0,['watch'],0,0,2020-01-28 21:42:41+00:00,1222273818506547202,@FacebookWatch I got Millions of views on Facebook Watch &amp; you guys paid me nothing. My fans don't see ads. My page… https://t.co/kHQd1hCeFV,0,2855864495,CharlesWieand,0.0,0.0,,,,
Florida,0,['playstation'],0,0,2020-03-18 16:51:23+00:00,1240319902558441472,Check out my broadcast from my PlayStation 4! #PS4live (Brawlhalla)  live at https://t.co/5itVZJt9dV,1,2462272410,cutandjacked09,0.0,0.0,,,,
Florida,0,"['beer', 'netflix']",0,0,2020-06-24 03:48:28+00:00,1275636886535655427,"@TropiTropi35 Ahhh. Con un par de beer y sentarse a escuchar esas historias, para mi es mejor que Netflix 😁😁💪🏽💪🏽",0,1228814947,petesanch,0.0,3.0,"[[-66.084666, 18.200421], [-65.999418, 18.200421], [-65.999418, 18.274015], [-66.084666, 18.274015]]",United States,"Caguas, Puerto Rico",city
Florida,0,['watching'],0,0,2020-07-01 18:42:14+00:00,1278398523973627904,Landry Shamet says he’s been watching a lot of film of Stephen Curry and Klay Thompson from a few years ago to figu… https://t.co/u9r5UhxeFI,0,42820745,jovanbuha,27.0,301.0,,,,
Florida,0,['tequila'],0,0,2020-05-17 23:21:48+00:00,1262161427177050116,I’d have to say tequila and whisky are top tier when chilled with ice,0,2773173069,badgyalvirgo,0.0,3.0,,,,
Florida,0,['beer'],0,0,2020-03-12 03:31:55+00:00,1237944382332047361,Damn can’t forget to stock up on some beer too,1,228835710,Wavy_Jackson,0.0,0.0,"[[-80.260185, 25.845593], [-80.1969184, 25.845593], [-80.1969184, 25.871522], [-80.260185, 25.871522]]",United States,"West Little River, FL",city
Florida,"['game', 'game']","['watched', 'watching']",0,0,2020-04-01 00:18:57+00:00,1245143580743737355,"I watched the original game inside the arena. Tonight, watching game 7 from home. Bring on The Shot Kawhi!… https://t.co/9vcZQEU1SX",0,467686663,SiobhanMcClell,0.0,0.0,,,,
Florida,0,['beer'],0,0,2020-07-10 11:00:13+00:00,1281543745331236865,@JennMatthews57 @FelixWright22 You could drive the beer cart!,0,343046690,kmil8005,0.0,2.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin
Florida,0,['watches'],0,0,2020-05-21 17:29:15+00:00,1263522253565722626,@thehill @kimguilfoyle Versus @realDonaldTrump with his Adderall habit and cant sleep so he watches hundreds of hou… https://t.co/GItPVJg9Ft,0,21309535,1AverageWhtMan,0.0,1.0,"[[-80.203196, 26.2134359], [-80.152557, 26.2134359], [-80.152557, 26.327949], [-80.203196, 26.327949]]",United States,"Coconut Creek, FL",city
Florida,0,['twitch'],0,0,2020-07-10 21:54:27+00:00,1281708388863356930,"Please follow my #Twitch channel! I promise you will be disappointed!!

https://t.co/p1MF9N2ut6",0,144701081,JoeyImageTV,1.0,1.0,,,,
Florida,0,['watch'],0,0,2020-03-26 02:03:19+00:00,1242995514527842304,@PETMpodcast You gotta watch the whole damn thing it’s wild...,0,87358743,chloe_victoria,0.0,2.0,"[[-81.078928, 29.027688], [-80.967617, 29.027688], [-80.967617, 29.156983], [-81.078928, 29.156983]]",United States,"Port Orange, FL",city
Florida,0,['watching'],0,0,2020-03-29 11:09:16+00:00,1244220073314787329,"if you’re planning on binge watching Pretty Little Liars, dont.",1,1086740688509812736,fatimalaher_,1.0,20.0,,,,
Florida,0,['xbox'],0,0,2020-06-11 13:11:37+00:00,1271067564022603779,@BGarcN mom said its my turn on the xbox,0,1091931425207656448,penguinguy45,0.0,1.0,"[[-82.421473, 29.600496], [-82.239066, 29.600496], [-82.239066, 29.745847], [-82.421473, 29.745847]]",United States,"Gainesville, FL",city
Florida,0,['cooking'],0,0,2020-02-15 00:50:44+00:00,1228481734959910913,"For Valentine’s dinner, I have already used a head and half of garlic in the cooking process. And we’re having aspa… https://t.co/SJD0kJ742R",1,109661583,sonicgabe,0.0,1.0,"[[-82.758209, 27.694323], [-82.587597, 27.694323], [-82.587597, 27.897115499999998], [-82.758209, 27.897115499999998]]",United States,"St Petersburg, FL",city
Florida,0,['watch'],0,0,2020-07-09 23:17:18+00:00,1281366852350943233,Get rid of free condoms too and watch how fast abortions go up. Just fucking let women decide wether they want to c… https://t.co/C3HoX5AyXc,0,993676472434003968,theplanteatr,0.0,6.0,"[[-82.527211, 29.044973], [-82.426613, 29.044973], [-82.426613, 29.16079], [-82.527211, 29.16079]]",United States,"Dunnellon, FL",city
Florida,0,['delivered'],0,0,2020-06-22 17:55:23+00:00,1275125243493912576,You won't be able to order food to be delivered until you wash your hands. #WWDC https://t.co/xkx3skBTRJ,0,17101644,chrisdancy,0.0,1.0,,,,
Florida,0,['netflix'],0,0,2020-04-24 16:20:53+00:00,1253720578898505730,Since they won’t put House on Hulu or back on Netflix I’m starting The Good Doctor,1,1143995616248438784,MsJewelsss,0.0,0.0,,,,
Florida,['games'],['watched'],0,0,2020-04-24 03:38:56+00:00,1253528826937819143,"@RobertBurnsTV Ha! I’ve watched pretty much every one of his games, he makes nearly every play when he’s on the field.",0,36135669,MattRobertsTV,0.0,1.0,"[[-97.3271292, 31.465155], [-97.271182, 31.465155], [-97.271182, 31.512977], [-97.3271292, 31.512977]]",United States,"South Bosque, TX",city
Florida,0,['cooking'],0,0,2020-02-14 21:29:53+00:00,1228431187909193729,Mr Stu cooking pancakes for his 5th period class b/c they won class competition!!!  #teachersappreciatingstudents. https://t.co/eFJcfiajla,1,3342192653,mrspickettCCSD,0.0,14.0,,,,
Florida,"['practice', 'practice']",['watching'],0,0,2020-01-24 01:43:01+00:00,1220522361570693120,@NASCARonNBC @KyleBusch @IMSA @DISupdates @NBCSportsGold Keep watching for the 14 car in practice must have missed seeing their practice.,0,1219623673457512448,Evelyn78621139,0.0,0.0,,,,
Florida,0,"['watch', 'watch']",0,0,2020-06-12 14:51:49+00:00,1271455167632879616,bitch who gives a fuck watch soccer to WATCH THEM PLAY SOCCER lol https://t.co/h6kyYL7ip3,0,1288574779,Taylorgold4ever,0.0,1.0,"[[-80.150642, 25.9373697], [-80.12375, 25.9373697], [-80.12375, 25.9748652], [-80.150642, 25.9748652]]",United States,"Aventura, FL",city
Florida,0,['watching'],0,0,2020-03-28 00:56:57+00:00,1243703590495096832,Kind of watching a movie. 50% paying attention #ThePlatformNetflix,1,35532001,_moemartini,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin
Florida,0,['watch'],0,0,2020-07-13 23:40:24+00:00,1282822213670969344,"If parents can’t watch their kids out of safety, what are we doing by trying to hold fall sports? @IHSAA1 https://t.co/P6y41B4Hn3",0,26936602,Zane_Clodfelter,0.0,3.0,,,,
Florida,0,['watch'],0,0,2020-03-11 01:54:43+00:00,1237557534984032259,"Worth your watch 

https://t.co/iGCBI6gLFK",0,100283347,ryanwashere,1.0,6.0,"[[-80.321683, 25.7090404], [-80.144974, 25.7090404], [-80.144974, 25.855667], [-80.321683, 25.855667]]",United States,"Miami, FL",city
Florida,0,['snapchat'],0,0,2020-04-14 01:47:24+00:00,1249876881647833089,"Dogs or _______? #joselynv #creator #snapchat #lovelifeandlive #keepcreating #orlandofl @ Orlando, Florida https://t.co/cMTyZS2mGI",0,1073260410730622976,Joselynr_,2.0,2.0,"[[-81.507905, 28.3882177], [-81.2276403, 28.3882177], [-81.2276403, 28.615139], [-81.507905, 28.615139]]",United States,"Orlando, FL",city
Florida,0,['watch'],0,0,2020-04-27 05:26:55+00:00,1254643164167708673,"@its_erinalexis By the end of episode 2, you'll know if you will watch it thru the end or not",0,855858044,markgriffin80,0.0,1.0,"[[-85.268995, 34.199496], [-85.11886, 34.199496], [-85.11886, 34.333995], [-85.268995, 34.333995]]",United States,"Rome, GA",city
Florida,0,['watching'],0,0,2020-03-26 15:44:29+00:00,1243202171807637504,"@AnneWheaton I follow you, and check once a day for my local updates. Otherwise I try to stick to watching movies &amp;… https://t.co/pMPmMJEN8K",0,32216041,arose1959,0.0,0.0,,,,
Florida,0,"['watch', 'netflix']",0,0,2020-06-13 14:29:59+00:00,1271812061006376960,One piece is amazing and I’m not bashing anyone who decides to watch it only cause it’s now on Netflix BUT how stup… https://t.co/J6IXLZ2JMn,0,1234576585493274624,namititties,0.0,1.0,,,,
Florida,['delivery'],['delivery'],0,0,2020-04-23 20:33:52+00:00,1253421855177764864,@UduakIsBae It’s okay I’m just being dramatic :/ the groceries delivery dude accidentally brought me 2 liters of CH… https://t.co/ctApTj31O1,1,179308917,Saratopiaa,0.0,1.0,,,,
Florida,0,['clean'],0,0,2020-07-01 20:32:28+00:00,1278426266773921793,im really finna hit this clean ass back side flip.,0,763602673840959488,codeineNdpizza,0.0,1.0,,,,
Florida,0,['watching'],0,0,2020-03-25 06:02:10+00:00,1242693236189257728,Hey @britishmuseum What are you watching from your couch? #remoteworking #couchdistancing #friends… https://t.co/3eu7ZcHlCi,0,189259642,AppletonMuseum,7.0,7.0,"[[-82.293902, 28.962902], [-82.0278293, 28.962902], [-82.0278293, 29.277543], [-82.293902, 29.277543]]",United States,"Ocala, FL",city
Florida,0,['watch'],0,0,2020-04-19 16:43:04+00:00,1251914223250296832,@SeverinoMLB @SevGeffLIVE I usually watch the replay when I’m at work at 4am... it passes the first slow hour prett… https://t.co/CPQBBgQjW7,0,844905495530012672,real_fish_fan,0.0,0.0,,,,
Florida,0,['delivered'],0,0,2020-01-10 16:31:40+00:00,1215672565504458752,@timheuer Turns out this was Amazon! It was delivered to USPS this morning but went cross country by AMZN!,1,5435752,jeffwilcox,0.0,0.0,"[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]",United States,"Seattle, WA",city
Florida,0,['watched'],0,0,2020-06-28 06:33:01+00:00,1277127846079627264,"Also by quote it regularly I mean one line, I havent watched it in years. I still say ""it wasnt me"" when I do somet… https://t.co/AiiHzOFBFx",0,861342473863516160,wooflecone,0.0,0.0,"[[-81.2445014, 28.489488], [-81.1256316, 28.489488], [-81.1256316, 28.568794], [-81.2445014, 28.568794]]",United States,"Alafaya, FL",city
Florida,0,"['xbox', 'ps4']",0,0,2020-04-02 03:33:13+00:00,1245554855088922629,"We do.. it's called Xbox, PS4, PC, Switch, etc.. make a party or group with.. Just.. Girls... Obviously. Yeesh https://t.co/MWBeTKcg4g",0,999452936181776384,PetiteMacabre,1.0,6.0,"[[-80.4081604, 25.956799], [-80.205968, 25.956799], [-80.205968, 25.9954488], [-80.4081604, 25.9954488]]",United States,"Miramar, FL",city
Florida,0,['xbox'],0,0,2020-04-28 03:05:03+00:00,1254969851208220672,Boy I woulda cried 😭😂 YALL GOT ME FCKD UP but he knew wasn’t no xbox that small https://t.co/Gyg4aeyUFI,0,269418899,queneeshakayy_,0.0,0.0,,,,
Florida,0,['cooked'],0,0,2020-04-09 01:45:31+00:00,1248064468854222855,Got the Itis cooked up some dank tortellini crem’ Rosa,1,2321621101,SPEnt_LLC,0.0,0.0,"[[-82.042715, 27.968692], [-81.902695, 27.968692], [-81.902695, 28.13051], [-82.042715, 28.13051]]",United States,"Lakeland, FL",city
Florida,0,['wine'],0,0,2020-03-26 03:05:53+00:00,1243011262629453826,"During this break, my LS’s &amp; I  went on a couple line dates. We been to dinner at “720”, wine-down🌚, took a flight,… https://t.co/vBLYWGtMP8",0,3729478757,Mlow1876,4.0,19.0,,,,
Florida,0,['watch'],0,0,2020-01-04 17:40:59+00:00,1213515684933705728,You can also watch axe-throwing competitions. https://t.co/gnqtcYRm3B,0,40964947,RosalieDonlon,0.0,4.0,"[[-73.606436, 41.016898], [-73.501758, 41.016898], [-73.501758, 41.179771], [-73.606436, 41.179771]]",United States,"Stamford, CT",city
Florida,0,['watched'],0,0,2020-05-09 22:04:53+00:00,1259242965639335936,Just watched less than a minute of @DavidDobrik content and I still think he's the worst you tuber in history over… https://t.co/HsuU3ZASo0,0,2214074326,quinn_skovron,0.0,0.0,,,,
Florida,0,['watching'],0,0,2020-01-01 01:13:31+00:00,1212180013623189504,@SciandraSports Sick of watching them!,0,2954077534,tpcr8on,0.0,0.0,,,,
Florida,0,['watch'],0,0,2020-07-06 19:21:06+00:00,1280220244972273664,@DaveAlcime Watch .. she about to have a “heart attack” very soon .. or commit suicide 😒😒,0,245092789,LoneDireWolf99,0.0,1.0,,,,
Florida,0,['watch'],0,0,2020-01-29 13:27:24+00:00,1222511564844077061,Awesome to go back to my alma mater last night and watch @WWHSHawksBball give great heart on the court! Love the wa… https://t.co/34Y2OIrurF,0,1138610893,1Championorg,3.0,20.0,"[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]",United States,"North Carolina, USA",admin
Florida,"['delivery', 'restaurant', 'uber']",['delivery'],0,0,2020-03-21 15:31:40+00:00,1241387006674026497,Curbside/Takeout &amp; Delivery!!! 15% off curbside/takeout orders from Good Spirits Restaurant!!! Uber eats for dinner… https://t.co/Mh2icuvbDG,0,895718830240022528,goodspiritsftl,1.0,0.0,,,,
Florida,0,['snapchat'],0,0,2020-05-23 23:06:52+00:00,1264331996664344576,"These Peepo making a weird food combo on Snapchat talking bout ""fruit punch and lemonade"" ... that's weird ?",0,466681978,_GucciStackS_,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin
Florida,0,['cooks'],0,0,2020-04-12 16:22:45+00:00,1249372392297828354,@JuSosa_ and i’m suppose to trust her when she tells me she cooks at home,0,851628413035180032,babuushka_,0.0,2.0,,,,
Florida,0,['netflix'],0,0,2020-03-25 12:55:38+00:00,1242797289774645248,@tomsegura New special on Netflix killed me 😂,1,326281943,sticcy_52,0.0,0.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin
Florida,0,['watching'],0,0,2020-07-14 04:44:04+00:00,1282898634372190212,"@nikatmidnight right , the girls be catty patties , watching your every move waiting on they turn friend",0,1098978793719500800,TheGirlAsia,0.0,0.0,,,,
Florida,0,['wine'],0,0,2020-02-29 09:11:14+00:00,1233681119805083650,Got super wine drunk in bed and I just woke up &gt;,0,1331601944,kellzmagical,0.0,2.0,,,,
Florida,0,['baked'],0,0,2020-01-05 16:01:42+00:00,1213853086789373952,@EvanMcMullin Admnistration talking-heads making rounds this a.m.  to promote their half-baked arguments that ratio… https://t.co/hP1iSDztc8,0,901439672882270208,UtopiaFeline,0.0,0.0,"[[-81.375805, 28.567893], [-81.307654, 28.567893], [-81.307654, 28.632478], [-81.375805, 28.632478]]",United States,"Winter Park, FL",city
Florida,0,['watch'],0,0,2020-01-11 20:56:43+00:00,1216101655160270851,The new Frozen ride in the Norway pavilion @ Epcot doesn't make me want to watch Frozen 2...but I am currently goog… https://t.co/kE7HltQpya,0,853583808,NomadicDispatch,0.0,1.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin
Florida,0,['facetime'],0,0,2020-05-06 21:08:19+00:00,1258141569577877504,"@MsJvded Wife, we need a FaceTime match date tonight. Today was TOO FUCKING MUCH. I’m ready to get the gat.",1,3366014241,bigmuvathang,0.0,1.0,,,,
Florida,0,['clean'],0,0,2020-07-12 00:29:40+00:00,1282109837715931137,Been saying imma get up and clean the bathroom ALL day. Lemme get my fatass up,0,92723564,_hennycram,0.0,0.0,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",United States,"Brooklyn, NY",city
Florida,0,['facetime'],0,0,2020-04-06 05:13:15+00:00,1247029579199504385,"@jamesy9_ Ok you make jambalaya, I make jambalaya, we FaceTime and press play on movie at same time",0,1864305127,reallyvictoriaa,0.0,1.0,,,,
Florida,0,['watch'],0,0,2020-02-27 22:40:09+00:00,1233159914274672640,Arsenal fans on suicide watch rn,0,614119212,BigEasyEMitch,0.0,0.0,,,,
Florida,0,['cook'],0,0,2020-01-10 17:58:46+00:00,1215694485541347330,They must have not seen @VanJefferson12 cook 👨‍🍳  https://t.co/8qxz9YRcd8,0,1960036134,Hy_Life86,0.0,0.0,,,,
Florida,0,['beer'],0,0,2020-04-05 22:41:39+00:00,1246931029996306437,I just earned the 'Beer Party' badge on @untappd! https://t.co/kHAgFgZCIV,0,237085347,Naughtme,0.0,0.0,,,,
Florida,0,['playstation'],0,0,2020-05-02 12:57:29+00:00,1256568494868619265,"Just like my PlayStation 3, my sister was finally able to take and come to Florida, so she can pack my stuff to mov… https://t.co/747jCrIwSd",0,776902132335280128,JoshuaM2202,0.0,1.0,"[[-90.310298, 34.982924], [-81.646901, 34.982924], [-81.646901, 36.678119], [-90.310298, 36.678119]]",United States,"Tennessee, USA",admin
Florida,0,['hbo'],0,0,2020-05-09 17:32:29+00:00,1259174416740757504,"Sorry for spoilers, but the show is literally free on HBO rn and it's like a thousand years old.",1,232504698,mildredful,0.0,0.0,,,,
Florida,0,"['beer', 'tequila']",0,0,2020-02-14 00:21:50+00:00,1228112073273507843,"@TruckerTiny It's beer,  vodka,  and tequila  ! Hence,  Manmosa  !🤣",0,4097771002,CantonmentSgray,0.0,2.0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin
Florida,['delivery'],['delivery'],0,0,2020-03-17 03:51:23+00:00,1239761223320731659,"For high risk customers that prefer no-contact from your delivery driver, please read the following information fro… https://t.co/JDymeOIelw",0,703659687053496320,voodoobbqpcola,1.0,1.0,"[[-87.22495376859378, 30.530758541813984], [-87.22495376859378, 30.530758541813984], [-87.22495376859378, 30.530758541813984], [-87.22495376859378, 30.530758541813984]]",United States,VooDoo BBQ & Grill,poi
Florida,0,['watch'],0,0,2020-02-08 16:15:02+00:00,1226177628413009920,Don't forget to watch the AAF tribute show from 1pm-1:03pm est today. Check your local listings. https://t.co/kEj1Tw1BvV,0,241209954,PaulPabst,4.0,247.0,"[[-73.437741, 42.726853], [-71.464604, 42.726853], [-71.464604, 45.01666], [-73.437741, 45.01666]]",United States,"Vermont, USA",admin
Florida,0,['watch'],0,0,2020-01-06 01:41:40+00:00,1213999040368644096,I was supposed to watch Parasite last night and my computer wouldn’t cooperate ughh. But I saw Booksmart and it was funny #GoldenGlobes,1,378388581,edM33zY,0.0,1.0,"[[-80.498527, 25.65479], [-80.4158778, 25.65479], [-80.4158778, 25.6886916], [-80.498527, 25.6886916]]",United States,"The Hammocks, FL",city
Florida,0,['watch'],0,0,2020-03-17 10:32:29+00:00,1239862160194445312,"Midweek races will be awesome, looking forward to a load of motorsport to watch when the world gets back to normal!… https://t.co/4YUOaY9NLU",0,2167081424,AlexSedgwick9,1.0,2.0,"[[-1.9844376, 52.2678898], [-1.8775279999999999, 52.2678898], [-1.8775279999999999, 52.3273986], [-1.9844376, 52.3273986]]",United Kingdom,"Redditch, England",city
