state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,is_relevant
New York,['buses'],0,0,0,2020-07-13 11:51:55+00:00,1282643918061002754,@dannyhellman @BoogalooDoodoo @gold_so_hella Three buses of people from Staten Island is the community? Marty from… https://t.co/7YhPzmU1LG,1060583391958056960,LurieStrupinsky,0.0,0.0,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",United States,"Brooklyn, NY",city,
New York,['basketball'],0,0,0,2020-06-03 20:38:00+00:00,1268280799113162757,"@brockroldan27 I think he’s saying that college football or basketball is bigger than hockey, which is true",2880428158,Harryschmitt3,0.0,3.0,,,,,
New York,['game'],0,0,0,2020-01-26 23:09:20+00:00,1221570846180937736,"The @nyknicks honored @kobebryant before tonight’s game with a 24 second moment of silence, running the shot clock… https://t.co/dHUewhbKTS",747981800903946240,MetsAvenue,8.0,40.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
New York,['stores'],0,0,0,2020-05-31 15:43:37+00:00,1267119552279842816,Y’all just BEGGED for stores to open back up. Now their windows are broken and places were lit on fire...small fami… https://t.co/FTiDDaB8K1,99176057,lala_karissa,2.0,8.0,,,,,
New York,['haircut'],0,0,0,2020-04-15 04:51:50+00:00,1250285681659613185,THIS HOW BAD I NEED A HAIRCUT https://t.co/1mBSzUrvRx,343679080,RouseyRozay30,5.0,9.0,"[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]",United States,"New York, USA",admin,
New York,['traveled'],0,0,0,2020-02-05 23:44:20+00:00,1.2252035334919045e+18,"“Book to the Future” traveled to the ‘90s today! It was complete with a Mystery PTA Reader, plaid, World Read Aloud… https://t.co/hUPg8fdREQ",3319172978.0,MrsJessicaRyan,0.0,14.0,"[[-73.67825546451994, 40.63862638689027], [-73.67825546451994, 40.63862638689027], [-73.67825546451994, 40.63862638689027], [-73.67825546451994, 40.63862638689027]]",United States,Lynbrook Waverly Park Elementary School,poi,
New York,['mall'],0,0,0,2020-04-28 16:22:05+00:00,1.2551704308784824e+18,@soso_queens I would be going to the mall just to slide lol,109466047.0,BRIthePYT,0.0,0.0,,,,,
New York,['concert'],0,0,0,2020-01-14 18:17:22+00:00,1217148719042351104,Wait actually it was technically The Wiggles but that wasn’t exactly a normal concert so I’ll count American Idol,1018952048,cyaI8r,0.0,1.0,,,,,
New York,['conference'],0,0,0,2020-07-08 16:16:08+00:00,1280898474570059776,This conference was held in Singapore in Dec9-10 2019. To think that CEPI/WHO/NIH/CDC were discussing vaccines for… https://t.co/fq3jYRk4Kj,348075929,VirusWhisperer,2.0,13.0,"[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]",United States,"Manhattan, NY",city,
New York,['hotel'],0,0,0,2020-05-14 01:34:35+00:00,1260745290417496064,"@eddienam Movies: The Prestige, Catch Me If You Can, The Drop, Roman J. Israel, Esq., Hotel Rwanda, The Imitation G… https://t.co/xHo2Prl1D5",18660422,ChiChiSmiles,0.0,0.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
New York,['office'],0,0,0,2020-01-21 17:58:22+00:00,1219680650636283905,Michael Scott Dancing - The Office https://t.co/7LmKjwwGJD,20699291,jjbtinman,0.0,0.0,,,,,
New York,['visited'],0,0,0,2020-05-11 15:05:16+00:00,1259862143454887939,"@RostafarianJam @Alpha_Dawg21 He never even visited UF. That’s like saying:

WAIT A MINUTE.... Jerry Rice chose Mis… https://t.co/KGcdJZbqzT",2183148738,AllKindsWeather,0.0,0.0,"[[-74.329364, 40.826757], [-74.259841, 40.826757], [-74.259841, 40.8660506], [-74.329364, 40.8660506]]",United States,"West Caldwell, NJ",city,
New York,['camp'],0,0,0,2020-06-11 00:38:39+00:00,1270878076537384961,"Camp Beauregard, Louisiana? Why not Camp Cornwallis?

Fort Benning, Georgia? Why not Fort Mussolini?

Fort Hood, Te… https://t.co/JeYWu4Y1Or",275074586,dt_joyce,0.0,1.0,,,,,
New York,['store'],0,0,0,2020-03-30 21:15:03+00:00,1.2447349095849984e+18,They saying the lq store going to close today 😩,1010566832.0,Lovely__KeeKee,0.0,0.0,"[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]",United States,"Bronx, NY",city,
New York,['bar'],['watch'],0,0,2020-06-05 02:57:01+00:00,1268738570287792129,Did you watch Real Housewives of NY tonight and see the man at the bar talking about a fiancée? That’s Courtland Sy… https://t.co/SIYGVf2yVo,7766032,goodasyou,2.0,19.0,,,,,
New York,['tennis'],0,0,0,2020-06-09 11:11:07+00:00,1270312465998454789,US Open : La fédération US de tennis veut maintenir l'US Open à New York,,,,,,,,,
New York,['tennis'],0,0,0,2020-06-09 11:11:07+00:00,1270312465998454789,US Open : La fédération US de tennis veut maintenir l'US Open à New York,,,,,,,,,
New York,"['practice', 'office']",0,0,0,2020-06-18 12:59:56+00:00,1273601341148069888,How out of practice am I at driving? On the way to the office today my left foot went looking for the clutch. I hav… https://t.co/94b24e7lyO,17339587,rvstoltz,0.0,1.0,,,,,
New York,['theater'],0,0,0,2020-01-08 17:56:27+00:00,1214969127284215809,This theater is truly a gem in the middle of Harlem #faisonfirehousetheater #crossthatriver #harlemharris… https://t.co/gmMPydLQvK,19091107,allanharris,0.0,0.0,,,,,
New York,"['uber', 'uber']",0,0,0,2020-06-03 01:40:49+00:00,1267994616890101762,@tiachung_ Yes. There is no UBER from 96th St  to downtown. From 8pm-12:30am. Best bet. Try and walk past 96th St and try getting an Uber.,3373167725.0,JThackoordeen,0.0,0.0,"[[-73.726621, 40.675855], [-73.679609, 40.675855], [-73.679609, 40.696918], [-73.726621, 40.696918]]",United States,"North Valley Stream, NY",city,
New York,['drink'],0,0,['drink'],2020-04-17 22:20:11+00:00,1251274283244048386,I need a drink. What should I have? https://t.co/JPPHchlWus,21919498,ashleyb121384,0.0,14.0,,,,,
New York,['trip'],0,0,0,2020-03-06 18:09:02+00:00,1235990788481445897,👍 on @YouTube: TAKING MY TWIN SISTER ON A BLINDFOLDED ROAD TRIP https://t.co/MuEZZFlnRJ,2532009719,RJ_Y16,0.0,1.0,,,,,
New York,['restaurant'],0,0,0,2020-02-16 16:03:16+00:00,1229073770448662528,Unless you work at a restaurant and they feed you ☺️☺️☺️☺️ https://t.co/dDXqdvzdFQ,1424382866,nellyjelly_,0.0,6.0,,,,,
New York,['visit'],0,0,0,2020-05-06 21:07:32+00:00,1258141370272960513,Bobby the dog lives in our Phelps House older adult residence. His groomer can't visit and his human can't wash him… https://t.co/n26BgLUGSF,155622924,GoddardRiv,1.0,6.0,,,,,
New York,['airport'],0,0,0,2020-01-25 16:59:13+00:00,1221115315284840448,- Airport Pawn Commercial 2 https://t.co/J9paAQEUa9 #TheEJonesshow #WWRNDB #Legends,319179707,ejonesshow,0.0,0.0,,,,,
New York,['conference'],0,0,0,2020-03-19 15:08:26+00:00,1240656382581452800,"This asshole is literally spending 80% of the press conference talking about semantics and his family stories.

How… https://t.co/iKSQgzo3fd",760117715684163584,JuliusBusecke,0.0,0.0,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",United States,"Brooklyn, NY",city,
New York,['game'],0,0,0,2020-04-06 22:12:05+00:00,1247285980475908098,@parsa_s @IVP @NianticLabs @UiPath crushing the game!,1139540558710394880,GetsPod,0.0,1.0,,,,,
New York,['shops'],0,0,0,2020-05-30 14:11:22+00:00,1266733946097881091,Man the shops of Buckhead really got trashed !,58952307,PStacks00,0.0,0.0,"[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]",United States,"Bronx, NY",city,
New York,['subway'],0,0,0,2020-03-05 13:49:07+00:00,1235562990184927232,"Heard the first COVID-19 announcement on the subway today. They had the conductor say it, as a repeatable script. T… https://t.co/2tObOakLkr",226974478,amyrobot,0.0,3.0,,,,,
New York,['subway'],0,0,0,2020-06-09 01:38:52+00:00,1270168451965952000,1st subway ride since March. Riding during rush hour with 2 men &amp; a bear. 😂 Any other time in NYC could have been 2… https://t.co/8bWQRrIZQt,23150163,shellyshenoy,1.0,2.0,"[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]",United States,"Manhattan, NY",city,
New York,['game'],0,0,0,2020-04-06 21:36:03+00:00,1247276912340340741,ESPN to re-air iconic,,,,,,,,,
New York,['gaming'],0,0,0,2020-05-04 06:09:08+00:00,1257190505412247557,Maybe all that Minecraft time spent by my kids will go to some good? #WishfulThinking #STEM #Gaming https://t.co/o94H047j9g,328939129,carabwilliams,0.0,0.0,"[[-0.39216, 51.391383], [-0.221832, 51.391383], [-0.221832, 51.489646], [-0.39216, 51.489646]]",United Kingdom,"Richmond, London",city,
New York,['beach'],0,0,0,2020-07-07 15:20:55+00:00,1280522190820184064,Read my Jul 7 Newsletter featuring Top Newport Beach CA Realtor https://t.co/woYOacYYxu,16689702,SharonPaxson,1.0,0.0,,,,,
New York,['office'],0,0,0,2020-05-20 18:45:34+00:00,1263179071615381515,"Justice League should've been the easiest layup in box office history, and what we got instead served as a testamen… https://t.co/WLr7xX6qPU",16543984,KeepItGino,0.0,1.0,,,,,
New York,['game'],0,0,0,2020-03-17 07:13:12+00:00,1239812009962754048,The game threw every good card at me...lol https://t.co/lMaNP3amFO,173922697,BarryPaust,0.0,1.0,,,,,
New York,['drink'],0,0,['drink'],2020-02-19 01:04:49+00:00,1229934829132750848,@THICCCBOIBODEE All of a sudden you only drink water? Where’s the dr.pepper at nigga?,565694339,DanxVendetta,0.0,0.0,,,,,
New York,['uber'],0,0,0,2020-03-12 06:12:08+00:00,1237984701119422465,When you see your uber driver sneeze https://t.co/qvFjmXLBNc,15069498,Vasu,0.0,3.0,,,,,
New York,['restaurant'],0,0,0,2020-02-13 21:31:47+00:00,1228069281398743047,"Amazing work and dedication by all the team, specially @zabalaitor creating a dream restaurant! https://t.co/CE1P8vaREG",73206956,chefjoseandres,9.0,75.0,"[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]",United States,"Washington, DC",city,
New York,"['games', 'game']",0,0,0,2020-01-18 19:25:55+00:00,1218615520804638720,"How many games can they throw the points while dominating the game? All of them, apparently",245097554,RockChalkChief,0.0,0.0,,,,,
New York,['uber'],0,0,0,2020-05-29 22:16:20+00:00,1.266493604580688e+18,Lyft and Uber should definitely the quiet ride button.,63270382.0,KingMidasDtx,0.0,0.0,,,,,
New York,['store'],0,0,0,2020-04-20 17:45:23+00:00,1252292290929930241,The App Store broke https://t.co/FEpn0yfJiV,14077987,chrismaddern,0.0,31.0,"[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]",United States,"Manhattan, NY",city,
New York,['services'],0,0,0,2020-05-11 11:26:09+00:00,1259807001841995778,@MinorProduction Text Logo Design... In need of graphic design services? Contact us at info@minorproduction.com or … https://t.co/eQXpW1XdGF,1007415773445476352,BlackConnectio2,0.0,0.0,,,,,
New York,['mass'],0,0,0,2020-01-11 17:55:07+00:00,1216055953021423622,They were out here commiting mass murder. https://t.co/2bqXswlZXx,21467338,apemonki,0.0,0.0,"[[-0.5086841, 51.4551164], [-0.37603749999999997, 51.4551164], [-0.37603749999999997, 51.619006], [-0.5086841, 51.619006]]",United Kingdom,"Hillingdon, London",city,
New York,['delivery'],['delivery'],0,0,2020-05-07 17:08:23+00:00,1258443572371652613,@realDonaldTrump What we really need is a massive PPE delivery &amp; testing/tracing to avoid future uncontrolled outbr… https://t.co/cQWGJO3QPN,38228205,gregessig,0.0,0.0,,,,,
New York,['stores'],0,0,0,2020-07-15 03:38:45+00:00,1283244585322512384,@Acxzk I live on LI too. I see every person in stores wearing masks. I also work in hospitals and i get tested week… https://t.co/EUCKTpq8HX,848764835177390080,mrmattydeez,0.0,0.0,,,,,
New York,['game'],0,0,0,2020-04-06 21:36:03+00:00,1247276912340340741,ESPN to re-air iconic,,,,,,,,,
New York,['salon'],['watching'],0,0,2020-02-19 22:21:06+00:00,1.230256018497704e+18,In the salon watching this girl by fake bags!,154666466.0,FabOLOusFallon,0.0,1.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
New York,['game'],0,0,0,2020-03-21 16:25:56+00:00,1241400663684202496,"Facts and words matter, now more than ever. This isn’t a game show looking for ratings. https://t.co/KgmsLovbcI",40586879,bobmorehouseNY,3.0,6.0,,,,,
New York,['basketball'],0,0,0,2020-02-20 23:25:29+00:00,1230634609727168513,"D-10 4A boys basketball quarterfinal at the half:

Warren 36 - Conneaut Area 15",497411316,Fenner_6,1.0,1.0,"[[-80.239991, 42.018414], [-79.934073, 42.018414], [-79.934073, 42.202992], [-80.239991, 42.202992]]",United States,"Erie, PA",city,
New York,['tennis'],0,0,0,2020-06-09 11:11:07+00:00,1270312465998454789,US Open : La fédération US de tennis veut maintenir l'US Open à New York,,,,,,,,,
New York,['game'],0,0,0,2020-06-04 03:00:08+00:00,1268376964227665920,@30SecFights Worst game ever,1003329251632820224,BackRoll23,0.0,0.0,,,,,
New York,['concert'],0,0,0,2020-01-17 00:44:39+00:00,1217970956041220096,Sawyer Fredericks at @babe ille Buffalo 1-16-20 with Tripi Shsre Please #live music #concert https://t.co/SLVtt4Ee7A,86862590,Lincolnmaster,17.0,20.0,,,,,
New York,['delivery'],['delivery'],0,0,2020-07-04 10:50:23+00:00,1279366944114782208,"@RepSwalwell @realDonaldTrump You need to work on your “tongue in cheek” delivery. Trump is a murderous, corrupt, c… https://t.co/xSt0LZrffV",34148543,video3,0.0,1.0,,,,,
New York,['haircut'],0,0,0,2020-03-24 03:31:49+00:00,1242293013554102278,joe exotic and I have the same haircut.,7923932,katierose,0.0,26.0,,,,,
New York,['game'],0,0,0,2020-04-26 15:56:08+00:00,1254439126088155136,@NateGearyWGR Fromm was the one who said himself that he modeled his game after Brees,378616593,jjjacks17,0.0,1.0,,,,,
New York,['church'],0,0,0,2020-02-04 03:01:18+00:00,1.2245283276937994e+18,Our dnd session tonight started in an evil church and ended in a mouth 👅 https://t.co/ERtaL5zvhc,481021209.0,debbiefongdraws,6.0,84.0,,,,,
New York,['drank'],0,0,0,2020-04-26 21:09:48+00:00,1254518060377165824,@SarcasticSweet1 @briantylercohen Was that before or after she drank the bottle of bleach #TrumpDisinfectant… https://t.co/8Zo9fm6OV2,1100845399303176192,suljo223,1.0,18.0,,,,,
New York,['office'],0,0,0,2020-04-16 01:22:27+00:00,1250595375360114688,"I am over-the-moon proud of you, @AminSSW!

Davenport residents will remember Amin’s work in our community office l… https://t.co/wWLMjKg67x",19918228,maritstiles,3.0,40.0,"[[-79.639319, 43.403221], [-78.90582, 43.403221], [-78.90582, 43.855401], [-79.639319, 43.855401]]",Canada,"Toronto, Ontario",city,
New York,['meeting'],0,0,0,2020-07-09 05:03:04+00:00,1281091475816820737,@LF_livingproof TBH i was nervous meeting you at first.. but the second we met I knew you were going to be a life l… https://t.co/HbpfchpRcH,190104483,youlovetreshab,1.0,1.0,,,,,
New York,0,0,['hang out'],0,2020-04-24 14:02:18+00:00,1.2536857028412047e+18,Having a balcony to hang out on has saved my life during this quarantine which is ironic because I planned on hangi… https://t.co/5tRKbLbiPu,196445225.0,KevinDombrowski,2.0,29.0,,,,,
New York,['meeting'],0,0,0,2020-06-04 13:09:33+00:00,1268530331629617153,@MadalynSklar I am SO SAD to miss this one - but I have a client meeting! Loving &amp; missing my #TwitterSmarter fam this week ♥️,3028347113,cgritmon,0.0,2.0,,,,,
New York,['travel'],0,0,0,2020-05-18 15:06:01+00:00,1262399047966564353,5 best travel places in Kerala https://t.co/dOiqsUYoYN via @HaveSippy,16872518,travelling_mom,0.0,1.0,,,,,
New York,['bar'],0,0,0,2020-02-13 01:41:15+00:00,1227769674529677313,".@chefjoseandres  come back and say hi! Eating at the bar at Little Spain, love it!",40375180,morganoliveira1,0.0,1.0,"[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]",United States,"Manhattan, NY",city,
New York,['services'],0,0,0,2020-05-29 20:28:12+00:00,1266466393635131392,@ForeverFlawlys_ Yes I did. I did masters of human services. Which allows me to do almost anything lol.. but also l… https://t.co/BfwW66OxAK,3004805991,Lovelightskin,0.0,1.0,,,,,
New York,['park'],0,0,0,2020-05-25 16:16:06+00:00,1264953399818309633,"I'm at Tower Diner in Rego Park, NY https://t.co/CTQNH7AZiL",45397787,EstebanDaHost,0.0,0.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
New York,['subway'],0,0,0,2020-05-17 23:24:37+00:00,1262162135179833344,it was nice to see people actually staying far away from e/o in the cars though. but that inevitable subway ride st… https://t.co/bEBwHWwucL,131148939,samannthamaria,0.0,0.0,,,,,
New York,['game'],0,0,0,2020-01-22 01:34:30+00:00,1219795440167636992,@JustinAllegri @1017theteam @JimESPN1017 @JacksonWinkMMA Glad you still have time... being a video game voice guy f… https://t.co/L0K9U6x7XG,293278616,ESPNABQ_Sam,0.0,1.0,,,,,
New York,['hike'],0,0,0,2020-05-18 01:48:59+00:00,1262198465804853251,Great family hike on the Hoosick River Greenway. 👸🏻🐶🐶 @ Hoosick Greenway Railtrail https://t.co/ybMfMvyLDs,1077038438736687104,RPIPeterK,0.0,1.0,"[[-73.363994, 42.887879], [-73.336546, 42.887879], [-73.336546, 42.912466], [-73.363994, 42.912466]]",United States,"Hoosick Falls, NY",city,
New York,['store'],0,0,0,2020-02-16 19:55:54+00:00,1229132312647995392,"the gear was loose. I called RB explaining and they said they could offer me $20 store credit, even though they sol… https://t.co/4aiQPthuEn",2767082725,DarithFirestone,0.0,5.0,,,,,
New York,['game'],0,0,0,2020-05-07 00:02:32+00:00,1258185409399533569,"I beat two Mavericks and... the game is fine and all, but the controls feel so sluggish. I’ve been told there’s inp… https://t.co/5LOKBje41a",341250896,hoorayitsmario,0.0,0.0,,,,,
New York,['gyms'],0,0,0,2020-03-31 12:07:12+00:00,1244959425833639938,@__ashleeeeeey Doesn’t hurt to try. A lot of gyms are doing something.,1062734101629886464,mk6bru,0.0,1.0,"[[-73.975058, 41.544246], [-73.844532, 41.544246], [-73.844532, 41.636547], [-73.975058, 41.636547]]",United States,"Wappingers Falls, NY",city,
New York,['basketball'],0,0,0,2020-01-04 22:38:28+00:00,1213590548268900360,Dallas school district sued for allowing 25-year-old basketball star to enroll and abuse classmate - theGrio https://t.co/aPJbW3akxK,353872802,RAWCurvesMedia,0.0,0.0,,,,,
New York,['bars'],0,0,0,2020-03-14 17:31:29+00:00,1238880443686141953,Deadass tired of seeing stories of people out at bars and shit while the world crumbles around them. Stop being ign… https://t.co/pzOf5mT0gD,33043128,TheRealAlexis,0.0,1.0,,,,,
New York,['golf'],0,0,0,2020-03-21 22:59:52+00:00,1241499796168466433,"@realdonjamieson I’ve seen him golf , he was already a slicer !",1166681003957608448,james8164,0.0,0.0,"[[-79.075086, 43.07079], [-78.942516, 43.07079], [-78.942516, 43.132798], [-79.075086, 43.132798]]",United States,"Niagara Falls, NY",city,
New York,['subway'],0,0,0,2020-01-09 15:41:49+00:00,1215297634723926016,(2/4) Queens residents are suffering because of appointment gerrymandering. Divestment in our subway system and slo… https://t.co/ho0HvQ5PsP,1101827358.0,Costa4NY,0.0,2.0,,,,,
New York,['drink'],0,0,"['have a drink', 'drink']",2020-01-04 03:52:35+00:00,1213307210949898240,Weekend plans? Head over to Crescent and Vine in #Astoria to have a drink before they shutter for good come Jan 12t… https://t.co/DlV01HNCDf,176533972,YelpQueens,0.0,0.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
New York,['game'],0,0,0,2020-01-05 15:16:49+00:00,1213841790752739331,@PaleoPhil @nntaleb It’s just a mind game,617194400,Mo_Hrmz,0.0,2.0,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",United States,"Brooklyn, NY",city,
New York,['trip'],0,0,0,2020-07-09 21:27:37+00:00,1281339248873021440,"It's not too late to keep dreaming about that future fantasy trip 😎✈️🏝️

#Maldives 

https://t.co/YttcGOEFAf",881978950943211520,travelbinger,1.0,4.0,,,,,
New York,['vacations'],0,0,0,2020-03-12 18:21:33+00:00,1238168267434360833,Make sure y’all buying outfits to go with those good cheap airline tickets give the girls what they need on these vacations,2437352346,kandyceH,1.0,2.0,,,,,
New York,['drank'],0,0,0,2020-04-10 05:34:23+00:00,1248484449278259200,I am surprisingly hungover at 1 AM for someone who drank four White Claws at 6 PM,711180193,Notsogreatnate,0.0,9.0,,,,,
New York,['vacation'],0,0,0,2020-05-25 02:22:14+00:00,1264743549117050880,Andrew’s brother and his wife are they kind of people I don’t like to vacation with😩. I like to sleep in and get my… https://t.co/2Zb6XOzOce,966815192859496448,RudeUrbTruthPod,0.0,0.0,,,,,
New York,['park'],0,0,0,2020-05-11 03:50:09+00:00,1259692243612565505,Anybody trying to run 2s @ the park on 2k ??,761017362162130944,ThatWhatSheCed,0.0,0.0,,,,,
New York,['train'],0,0,0,2020-04-03 17:07:22+00:00,1246122129491398658,Another saber class servant has graced the TL. Maybe if I’m lucky I’ll be able to train with her someday. I need mo… https://t.co/Wh2gJtUk9X,491007583,NGumby90,0.0,0.0,,,,,
New York,['bar'],0,0,0,2020-04-19 05:10:19+00:00,1251739883208491008,just found out that there is a lesbian bar in DC called A Legaue Of Her Own?! catch me in DC after this over,1266128660,robynski411,0.0,3.0,,,,,
New York,['restaurants'],0,0,0,2020-06-24 01:37:34+00:00,1275603943213711360,Great message for #restaurants impacted by #COVID. They should cut their #refrigeration electric Bill with coil cle… https://t.co/3JdCREXZ5o,1591198093,COILPOD,0.0,0.0,,,,,
New York,['subway'],0,0,0,2020-03-29 17:49:13+00:00,1244320724036304898,@myko2028 @katie_honan @NYCTSubway @NYCTBus Subway ridership is technically down 87 percent. But anecdotally I’ve h… https://t.co/53eAOb0PCW,44471145,oscarthinks,0.0,2.0,,,,,
New York,['park'],0,0,0,2020-01-23 19:24:17+00:00,1220427046863757314,"I'm at Target in Clifton Park, NY https://t.co/K6EUL4woKt",23550741,Deeiavarone,0.0,0.0,"[[-73.866843, 42.794375], [-73.76885, 42.794375], [-73.76885, 42.918113], [-73.866843, 42.918113]]",United States,"Clifton Park, NY",city,
New York,['games'],0,0,0,2020-06-11 21:07:31+00:00,1271187328376147968,"@diaoaks Yes, it is. The graphics are amazing and the controller is completely different. Lots of great new games coming out on it too.",68819433,Gemmabaggies,0.0,0.0,,,,,
New York,['beaches'],0,0,0,2020-05-15 15:47:51+00:00,1261322409275203585,"No more than 50 percent capacity at the beaches....

Pro tip -- Arrive early for parking!",2241127644,TipMahoney,0.0,0.0,,,,,
New York,['basketball'],0,0,0,2020-02-28 00:43:26+00:00,1233190941323714560,Being able to still dunk a basketball  is a blessing cuz I didn’t think I had anymore bounce left to still yam it.… https://t.co/qJ4eyMHzcv,118948426,NickOfComedy,0.0,0.0,,,,,
New York,['gym'],0,0,0,2020-03-30 03:08:57+00:00,1244461584304484353,"@JustinWSformo @L_cullinan Yeah Luke, hit the gym",1053823956,audi12arf,0.0,0.0,"[[-79.76259, 40.477383], [-71.777492, 40.477383], [-71.777492, 45.015851], [-79.76259, 45.015851]]",United States,"New York, USA",admin,
New York,['travel'],0,0,0,2020-01-14 15:24:39+00:00,1217105250324111361,"More travel dates coming soon💕
newenglandtattooexpo 3/6-3/8
camptejastattooers April 
Looking forward to more trave… https://t.co/VG11HNmmk2",3236521970,DarkHorseBailey,0.0,0.0,,,,,
New York,['vacationing'],0,0,0,2020-07-14 18:04:03+00:00,1283099958342832136,Why am I seeing ppl vacationing in Miami when it’s the epicenter of the pandemic now,2509442385,browngaltas,3.0,10.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
New York,['practice'],0,0,0,2020-03-12 11:17:53+00:00,1238061646419025920,Someone come Leme practice on them !!! I got my lash certification,835658952604004352,VIBEWITH3ARTH,0.0,2.0,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",United States,"Brooklyn, NY",city,
New York,['gym'],0,0,0,2020-04-10 04:16:36+00:00,1.2484648751325757e+18,@teachergoals Gym !!,9.555794509299589e+17,Mariya_Korob,0.0,0.0,"[[-73.962582, 40.541722], [-73.699793, 40.541722], [-73.699793, 40.8000371], [-73.962582, 40.8000371]]",United States,"Queens, NY",city,
