state,text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,is_relevant
Michigan,['fly'],0,0,0,2020-04-09 20:15:48+00:00,1.2483438786563072e+18,"Probably not controversial, but the infield fly rule is stupid https://t.co/JUh4GzJxrD",489172101.0,CGChurro95,0.0,2.0,"[[-83.44622, 42.611619], [-83.325405, 42.611619], [-83.325405, 42.705913], [-83.44622, 42.705913]]",United States,"Waterford, MI",city,
Michigan,['service'],0,0,0,2020-03-17 20:37:39+00:00,1.2400144568239718e+18,@SpiritAirlines probably has the worst customer service I’ve ever experienced in my life. No only does their phone… https://t.co/QAtJTArH55,3022713472.0,CitizensEnraged,0.0,0.0,,,,,
Michigan,"['drinking', 'drinking']",0,0,0,2020-06-25 22:42:38+00:00,1.2762846967548928e+18,Beautiful night to be drinking on the patio! - Drinking a Greater Than One by @Eudorabrewingco at @eudorabrewingco… https://t.co/zZz8qELfdM,36589658.0,smdesantis,0.0,1.0,"[[-84.218859, 39.654418], [-84.088199, 39.654418], [-84.088199, 39.736536], [-84.218859, 39.736536]]",United States,"Kettering, OH",city,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['game'],0,0,0,2020-03-16 19:13:11+00:00,1.2396308127541207e+18,This means due to health concerns we have closed down our game room and play area to the public and we will not hav… https://t.co/i4hFbKEaa6,3249961585.0,GameOnMichigan,0.0,0.0,"[[-84.061931, 43.436617], [-83.949565, 43.436617], [-83.949565, 43.48891], [-84.061931, 43.48891]]",United States,"Saginaw Township North, MI",city,
Michigan,['service'],0,0,0,2020-06-23 00:36:14+00:00,1.2752261207414415e+18,"I see a lot of @howiestape on my feed right now, so here's my contribution. Thanks for the prompt service, guys! https://t.co/YubsUV5YUl",2908674075.0,alexsalinas_atc,1.0,8.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['game'],0,0,0,2020-05-16 04:16:13+00:00,1.261510741930074e+18,are you fucking kidding me i just bought this game like 5 days ago for full price aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa… https://t.co/OPuxU1hrGY,1.1313323647038956e+18,Miffty_,0.0,0.0,,,,,
Michigan,"['basketball', 'game']",0,0,0,2020-02-28 01:50:04+00:00,1.2332077114221732e+18,"@HereForLauphs In basketball, you’re ineligible to redshirt the moment you check into a game. So he’s not redshirting.",2457165571.0,chasshill,0.0,1.0,,,,,
Michigan,['trip'],0,0,0,2020-01-18 02:19:08+00:00,1.2183571239329997e+18,"The day I start planning my first trip to DC in a decade, this news drops. I'm in.

What're ya gonna steal this tim… https://t.co/FjPwwEfkqC",2760570911.0,coreyjrowe,0.0,0.0,,,,,
Michigan,['visit'],0,0,0,2020-07-14 19:23:19+00:00,1.2831199075430564e+18,@kdelgk Is this your slow way of telling me when I visit it’ll be eating an all vegan menu? 🤔🤣,779104663.0,LakeHuronGirl,0.0,0.0,,,,,
Michigan,['theaters'],0,0,0,2020-05-20 23:15:44+00:00,1.2632470611070607e+18,Jim Cramer Says Coronavirus Could End Movie Theaters.   Not in the NO FEAR ZONE ⁦@kerr_kevin⁩  https://t.co/eV0bz1RgtV,241902765.0,stevenamcqueen,0.0,0.0,,,,,
Michigan,"['flying', 'travel']",0,0,0,2020-06-17 14:41:04+00:00,1.2732644012151767e+18,Airstream updates Flying Cloud and International travel trailers for 2021 https://t.co/5ZBKOxvXZL,1.1801668119767777e+18,bdcpro,0.0,0.0,,,,,
Michigan,['store'],0,0,0,2020-06-06 07:16:32+00:00,1.2691662679712727e+18,@gnuman1979 How did he even find his way to the store...🙄🤷🏻‍♀️,3220423788.0,JennNunya,0.0,0.0,,,,,
Michigan,['bar'],0,0,0,2020-07-04 22:31:41+00:00,1.2795434307131597e+18,"@dumptrump33 She looks like the "" lady "" Crocodile Dundee crotch checks in a NY bar..",8.703764392034591e+17,TimONeill49,0.0,0.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin,
Michigan,['service'],0,0,0,2020-04-16 20:07:01+00:00,1.2508783844077076e+18,"@casaochoa @DrOz @MojoInTheMorn He's well paid, and he provides his employers with the service that they expect of him.",448993132.0,StephInMI,0.0,0.0,"[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]",United States,"Detroit, MI",city,
Michigan,['game'],0,0,0,2020-06-04 02:39:12+00:00,1.2683716983672013e+18,@seasonedstay omg thats a thing u coukd actually do in the game to stun snakes n stuff,8.324033189997445e+17,nvrllyrlly,0.0,1.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['game'],0,0,0,2020-05-15 18:40:05+00:00,1.2613657531077345e+18,@EAMaddenNFL @EASPORTS Madden 20 is a disgrace to the game of football,9.853780130879242e+17,brockwarchol,0.0,0.0,"[[-82.970199, 42.523595], [-82.929046, 42.523595], [-82.929046, 42.554008], [-82.970199, 42.554008]]",United States,"Fraser, MI",city,
Michigan,['bus'],0,0,0,2020-01-17 21:32:31+00:00,1.2182849912658248e+18,"Police say 5-year-old was left in bus garage, officers find him walking down busy road https://t.co/ArVCRVxEH0",27239876.0,DJ_Sapphyre,0.0,0.0,,,,,
Michigan,['restaurant'],0,0,0,2020-06-04 03:43:48+00:00,1.2683879523857203e+18,"If you need a fast food restaurant to tell you not to be a racist, you are already a lost cause.",2404953078.0,formerlydoc,0.0,1.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['shop'],['posted'],0,0,2020-04-16 04:03:56+00:00,1.250636015766696e+18,Just posted a photo @ ALL4 SPORTS-Hobby Shop https://t.co/eYupvtYj2N,1.0796211503580324e+18,All4Hobby,0.0,0.0,"[[-84.150851, 43.394987], [-84.043059, 43.394987], [-84.043059, 43.481571], [-84.150851, 43.481571]]",United States,"Shields, MI",city,
Michigan,['game'],0,0,0,2020-04-14 02:20:40+00:00,1.2498852501315052e+18,"@LSB_2006 is bout to change the game, folks https://t.co/U5RDJMfqPx",2632755824.0,harvardpeterson,0.0,3.0,,,,,
Michigan,['restaurants'],0,0,0,2020-06-04 17:43:14+00:00,1.268599206337446e+18,"Most shops &amp; restaurants remain boarded up along Monroe Center in downtown Grand Rapids but today, local artists be… https://t.co/DD2XgkM5mi",17144959.0,ChrisZoladz,2.0,10.0,"[[-85.751406, 42.883679], [-85.530877, 42.883679], [-85.530877, 43.029144], [-85.751406, 43.029144]]",United States,"Grand Rapids, MI",city,
Michigan,['service'],0,0,0,2020-05-24 20:22:35+00:00,1.2646530385198162e+18,Just signed up for the pet friendly subscription service from @TheSill - can’t wait! 🌿,7.815334363056087e+17,stesimpson16,2.0,6.0,,,,,
Michigan,['service'],['watch'],0,0,2020-01-10 09:14:43+00:00,1.2155626042503045e+18,#FirstWarn5 WEATHER ALERT: The National Weather Service has issued a WINTER STORM WATCH for parts of Mid-Michigan.… https://t.co/R40nxsaxtg,66996893.0,Bryan_Bachman,2.0,1.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['store'],0,['grocery store'],0,2020-05-17 10:51:00+00:00,1.261972480023036e+18,"@westislandr @CBCNews I’m referring to empty grocery store shelves Greg, a question for #SundayScrum this morning",23687364.0,Agridome,0.0,1.0,,,,,
Michigan,['game'],0,0,0,2020-01-02 00:21:20+00:00,1.2125292717863485e+18,"@LRiddickESPN FYI the redskins need you! A solid guy of character, who invests in winning the long game!",72118426.0,Tkellz3000,0.0,0.0,,,,,
Michigan,['restaurant'],0,0,0,2020-02-26 02:45:52+00:00,1.2324969777886208e+18,"Hey @Arbys and @ArbysCares, we were just told the ""slicer is broken"" at the restaurant in Madison Heights, MI at 9:… https://t.co/MFS6MKrZDs",7194452.0,MontiLee,0.0,1.0,"[[-83.126332, 42.475983], [-83.084518, 42.475983], [-83.084518, 42.5348261], [-83.126332, 42.5348261]]",United States,"Madison Heights, MI",city,
Michigan,"['beach', 'beach']",0,0,0,2020-07-08 03:29:07+00:00,1.2807054448229376e+18,"CLE expires Marine Warning for Reno Beach to The Islands OH, Reno Beach to The Islands OH beyond 5NM off shoreline… https://t.co/0qpZcxU7U4",2164848597.0,BlackfordAndrew,0.0,0.0,,,,,
Michigan,['basketball'],0,0,0,2020-02-22 00:20:17+00:00,1.2310107858429092e+18,"After 1 at Sand Creek, Patriots lead the Aggies 19-14 in varsity boys basketball. @lenaweesports",9.334254994807071e+17,athletics_bd,1.0,1.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin,
Michigan,['game'],['watch'],0,0,2020-01-28 02:11:23+00:00,1.2219790519480402e+18,About to watch this Kobe game......a wonder how well he does?..,297444181.0,kerrymyers1,0.0,1.0,"[[-117.47182, 34.437542], [-117.254315, 34.437542], [-117.254315, 34.624902], [-117.47182, 34.624902]]",United States,"Victorville, CA",city,
Michigan,['beach'],0,0,0,2020-06-09 12:58:10+00:00,1.2703394061892854e+18,@sunshineskies7 Every single day I want to say screw it all I’m going to the beach,405687910.0,HanukkahKandle,1.0,1.0,"[[-86.216235, 41.621439], [-86.090052, 41.621439], [-86.090052, 41.727645], [-86.216235, 41.727645]]",United States,"Mishawaka, IN",city,
Michigan,['haircut'],0,0,0,2020-05-19 19:20:28+00:00,1.2628254666852803e+18,@freep Time for a big group hug and a haircut.  Masks are for libs,15853542.0,HumphrysR,0.0,0.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['shopping'],0,0,0,2020-05-24 14:02:37+00:00,1.264557419830657e+18,I like shopping alone...don’t need any extra distractions or anyone slowing me down,178161899.0,_robotchar,0.0,0.0,"[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]",United States,"Detroit, MI",city,
Michigan,['games'],0,0,0,2020-04-07 16:03:47+00:00,1.2475556803592028e+18,I did one of those funny hunger games things https://t.co/0rp3dzoMSp,1.1313323647038956e+18,Miffty_,0.0,0.0,,,,,
Michigan,['uber'],0,0,0,2020-05-22 18:27:46+00:00,1.263899368157057e+18,@likeanhistorian @ChadLivengood @GovWhitmer And then you don’t have to Uber home.,305951927.0,CarrieRu,0.0,0.0,"[[-83.433894, 42.3524527], [-83.312805, 42.3524527], [-83.312805, 42.442178], [-83.433894, 42.442178]]",United States,"Livonia, MI",city,
Michigan,['practice'],0,0,0,2020-07-13 16:54:33+00:00,1.282720081743614e+18,"@bionic06 Ran us in the ground senior year, we ran the entire practice 😭😭😭 hurt. @_LMS9_ @Quannyquanny_ Remember th… https://t.co/aU3usyyLW1",3786981256.0,__AGENT_4,1.0,3.0,,,,,
Michigan,['concert'],0,0,0,2020-04-02 02:00:00+00:00,1.245531396971602e+18,"Elton John, Mariah Carey, Billie Eilish and others raise nearly $8 million on Fox's 'Living Room Concert for Americ… https://t.co/2EptmnuLqm",111059317.0,927thevan,0.0,0.0,,,,,
Michigan,"['cafe', 'cafe']",0,0,0,2020-02-15 16:55:39+00:00,1.2287245664129434e+18,Was told to check out this sweet hidden Swedish cafe...Svenska Cafe. Everyone in there speaking Swedish. Coffee is… https://t.co/l0xx2vdjCF,24734288.0,Lifeiskitsch,0.0,10.0,"[[-83.20739367829712, 42.54673805933468], [-83.20739367829712, 42.54673805933468], [-83.20739367829712, 42.54673805933468], [-83.20739367829712, 42.54673805933468]]",United States,Svenska Cafe,poi,
Michigan,['stores'],0,0,0,2020-03-13 15:49:49+00:00,1.2384924702138573e+18,@dessyxdess 💯 and the fact that ain’t no damn tissue in the stores is fuckin crazy 😂,182658705.0,JeffnShit,0.0,0.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['uber'],0,0,0,2020-02-28 18:54:21+00:00,1.2334654794334577e+18,Our Uber Drivers GPS is voiced to something I don’t even know how to describe and it’s taking everything in me to n… https://t.co/VJdBKJBX3i,3301857673.0,vicTORIa_gorans,0.0,1.0,"[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]",United States,"Chicago, IL",city,
Michigan,['hike'],0,0,0,2020-02-23 19:46:18+00:00,1.231666614094979e+18,Today’s hike https://t.co/22RYeQx5Lu,34296655.0,katiemaniaci,0.0,0.0,"[[-83.44594850955937, 42.66996850542838], [-83.44594850955937, 42.66996850542838], [-83.44594850955937, 42.66996850542838], [-83.44594850955937, 42.66996850542838]]",United States,Pontiac Lake State Recreation Area,poi,
Michigan,['game'],0,0,0,2020-06-16 12:31:12+00:00,1.2728693328259564e+18,Doing what's expected of you is a game of diminishing returns.... More for Aquarius https://t.co/zmKG0sPQEq,352006326.0,FEIMSTRO,0.0,0.0,,,,,
Michigan,['service'],0,0,0,2020-06-24 15:01:24+00:00,1.2758062367311503e+18,Make one yours today 🔥 custom cap service is now available exclusively on https://t.co/1t9pgji0pa 📍 https://t.co/kbI1gmjpCm,1.1504360453114143e+18,WeAllHateStack,0.0,0.0,,,,,
Michigan,['service'],0,0,0,2020-02-11 22:29:36+00:00,1.227359053711659e+18,"Good luck, y’all! Happy to be of service ⚾️ #GoGreen https://t.co/dVG5TLHc2j",22022043.0,facilitiesmsu,0.0,2.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['cafe'],0,0,0,2020-03-10 21:55:59+00:00,1.2374974561637212e+18,@legitDottieO @iowamamaof3 @TheCampEvents @frecklesgraham @mrtnyvet @irwinjimmy I wasn't in the Cafe....I'm so confused,2177185058.0,O_RodriguezIII,0.0,2.0,"[[-83.306006, 42.1092163], [-83.215583, 42.1092163], [-83.215583, 42.18442], [-83.306006, 42.18442]]",United States,"Woodhaven, MI",city,
Michigan,['visit'],0,0,0,2020-05-13 15:01:13+00:00,1.260585898233729e+18,"Moving can be exhausting, but lucky for you Mary Beth at A Single Ray of Hope, LLC is here to help! 📦 Visit us at t… https://t.co/UEP7HPA9ar",74789771.0,ASingleRayHope,0.0,0.0,,,,,
Michigan,['mass'],0,0,0,2020-07-01 20:17:07+00:00,1.2784224051579822e+18,@realDonaldTrump @TIME No your wrong again. You really haven't looked into Your a mass murder and nothing is being… https://t.co/U7AguzKwVK,8.637761423812403e+17,yothink2020,0.0,0.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['games'],0,0,0,2020-05-08 21:38:51+00:00,1.258874026719621e+18,You’re just playing games man,7.432668798720492e+17,currriee,0.0,0.0,"[[-84.3219475, 33.752879], [-75.40012, 33.752879], [-75.40012, 36.588118], [-84.3219475, 36.588118]]",United States,"North Carolina, USA",admin,
Michigan,['game'],0,0,0,2020-05-18 21:51:40+00:00,1.2625011292854927e+18,@d_square10 Out of that group they have the most L’s and lebron last game there Miami got 40 pieced,7.73634932962984e+17,DellXXII,0.0,0.0,"[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]",United States,"Detroit, MI",city,
Michigan,['store'],0,0,0,2020-04-14 15:01:46+00:00,1.2500767871760835e+18,@JamesEditsFilms I'm craving spicy beef noodle cups at my variety store around the corner. They are like a buck eac… https://t.co/ZPddFjFICS,300461415.0,AaronWrotkowski,0.0,1.0,"[[-83.113623, 42.2339053], [-82.890548, 42.2339053], [-82.890548, 42.356225], [-83.113623, 42.356225]]",Canada,"Windsor, Ontario",city,
Michigan,['mass'],0,0,0,2020-02-13 16:22:20+00:00,1.2279914025603113e+18,"@Alyssa_Milano @ashleyjuddsteam @robreiner @HarrisonFordLA @ChristianBaleFY 
Moreover, Trump's mass appeal among Am… https://t.co/LJ3q6ABnb8",9.587499996717179e+17,cheryl_haskell,0.0,0.0,"[[-84.63184, 42.6185662], [-84.483958, 42.6185662], [-84.483958, 42.805532], [-84.63184, 42.805532]]",United States,"Lansing, MI",city,
Michigan,['bars'],0,0,0,2020-06-27 15:48:45+00:00,1.2769053168112435e+18,@Rach_Marie_Reed I just don't like the idea of more innocent people behind bars in our prison system. False allegation RUIN lives,1643153515.0,AboveAverage_Ed,0.0,0.0,,,,,
Michigan,['flies'],0,0,0,2020-05-21 17:54:38+00:00,1.2635286448420454e+18,@thearmchaircom My son - now 18 - would have a load of  💩 with flies buzzing and deny it. Too busy doing toddler things to be bothered.,21363289.0,Jenfromablock,0.0,0.0,,,,,
Michigan,['shops'],0,0,0,2020-03-03 18:56:25+00:00,1.234915552348582e+18,I would like to thank all of the vinyl shops and DJS - to all the followers across all of my social media for suppo… https://t.co/q6Gzmo5xh3,382075069.0,delano_smith,1.0,5.0,,,,,
Michigan,['store'],0,0,0,2020-04-22 14:18:50+00:00,1.252965089063428e+18,Dungeons &amp; Dragons Explorer's Guide to Wildemount is now available in The Stadium Online store.  Let us know if the… https://t.co/j8ft2oXVQf,82426136.0,TheStadiumBC,0.0,3.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin,
Michigan,['drink'],0,0,0,2020-06-11 23:44:05+00:00,1.2712267305697034e+18,@otw_ju let’s drink thennnnn,2457241662.0,daiij_,1.0,0.0,,,,,
Michigan,['services'],0,0,0,2020-04-07 17:18:19+00:00,1.24757443959364e+18,"@rootbanx @Local4News @Sec_of_State For online and kiosks services, isn’t there an additional fee?",7.979363925506826e+17,churchlady1062,0.0,0.0,"[[-83.288056, 42.255085], [-82.91052, 42.255085], [-82.91052, 42.450488], [-83.288056, 42.450488]]",United States,"Detroit, MI",city,
Michigan,['game'],0,0,0,2020-01-05 01:15:04+00:00,1.2136299584778117e+18,what a game 🙂,2298770846.0,vannywill07,0.0,0.0,,,,,
Michigan,['travel'],0,0,0,2020-03-23 05:10:57+00:00,1.2419555711562547e+18,when you travel to the spider island in animal crossing https://t.co/Teuk2FwSlf,129837236.0,_dirtcobain_,0.0,2.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['trip'],0,0,0,2020-05-26 05:43:34+00:00,1.2651566058106266e+18,@Queeriosity_ LMFAO you a trip 😂😂😂,71317399.0,DEACthaGEEK,0.0,0.0,,,,,
Michigan,['flying'],0,0,0,2020-02-28 10:48:55+00:00,1.2333433139918643e+18,Hushkit interview : Flying &amp; fighting in the F-14 Tomcat: Interview with an Iranian fighter ace,,,,,,,,,
Michigan,['practicing'],0,0,0,2020-03-15 15:09:48+00:00,1.2392071749429658e+18,@joshdholtz I’ve been practicing for this all my life. It’s more my wife that will need help.,16345775.0,iAmericanBoy,0.0,0.0,"[[-87.688182, 41.834785], [-87.6345946, 41.834785], [-87.6345946, 41.86008], [-87.688182, 41.86008]]",United States,"Lower West Side, Chicago",neighborhood,
Michigan,['park'],0,0,0,2020-07-07 23:27:20+00:00,1.2806445979207311e+18,Croyden Park Branch: Running https://t.co/kP7hJUckyh,3293681879.0,whats_running,0.0,0.0,"[[-77.220557, 39.053158], [-77.105648, 39.053158], [-77.105648, 39.120952], [-77.220557, 39.120952]]",United States,"Rockville, MD",city,
Michigan,['fly'],0,0,0,2020-03-03 17:27:11+00:00,1.2348930934821724e+18,Hunter I’m going to miss the shit out of you!!! I love you so much! Fly high brother 💜,3210723544.0,softball0872,1.0,1.0,"[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]",United States,"Michigan, USA",admin,
Michigan,['games'],0,0,0,2020-06-15 01:49:59+00:00,1.272345579939672e+18,@Reuters @NFL Wonder if the games will go on 🤨,277238606.0,swexpos,0.0,0.0,,,,,
Michigan,['church'],0,0,0,2020-01-20 15:25:14+00:00,1.2192797252579492e+18,It’s the 35th annual #MLK Peace Walk from Hope United Methodist Church to the Southfield City Hall. @WWJ950… https://t.co/qIyrE7WGEL,165153530.0,charlielangton,6.0,10.0,"[[-83.319904, 42.442178], [-83.2006443, 42.442178], [-83.2006443, 42.517441], [-83.319904, 42.517441]]",United States,"Southfield, MI",city,
