text_keywords_decreased,text_keywords_increased,text_phrases_decreased,text_phrases_increased,created_at,id,text,id_str,screen_name,retweet_count,favorite_count,coordinates,country,place_full_name,place,is_relevant,state
['practice'],0,0,['social distancing'],2020-04-07 14:21:06+00:00,1247529838249832467,@NoQupid_1 🤣🤣🤣 im so late seeing this bihhhh you gotta practice social distancing 🌚👀,760406312,Block_Royal8,0,0,"[[-88.301598, 30.523874], [-88.021513, 30.523874], [-88.021513, 30.843424], [-88.301598, 30.843424]]",United States,"Mobile, AL",city,,Alabama
['stored'],0,0,0,2020-07-12 17:59:08+00:00,1282373945740730369,So question of the day: Where is ketchup supposed to be stored?,1099228068,JPattersonTV,0,1,,,,,,Alabama
['service'],0,0,0,2020-04-26 13:26:04+00:00,1254401361615171584,Excited for service this morning! Looking forward to preaching for Pastor Kelley Belcher at Home For The Lost Churc… https://t.co/e1hfnPqD6N,259503358,evangelistcg,1,2,"[[-86.869705, 33.6225646], [-86.763919, 33.6225646], [-86.763919, 33.710536], [-86.869705, 33.710536]]",United States,"Gardendale, AL",city,,Alabama
['basketball'],0,0,0,2020-04-18 04:16:58+00:00,1251364071426920449,.... I thought this was about basketball https://t.co/eQJjI8JW3n,340783488,amberjfogarty,0,0,"[[-86.418059, 32.2845933], [-86.071398, 32.2845933], [-86.071398, 32.443697], [-86.418059, 32.443697]]",United States,"Montgomery, AL",city,,Alabama
['church'],0,0,0,2020-03-26 13:07:05+00:00,1243162560016404487,i just wanna go to church 😩. done being mad at the world.,948740815391608832,jenell_mya,0,0,,,,,,Alabama
['shop'],0,0,0,2020-04-23 01:45:20+00:00,1253137849500778496,Dropped bae off at the Muffler shop it’s up.,2215322857,k_dontplay_,0,0,"[[-85.515405, 31.130472], [-85.334617, 31.130472], [-85.334617, 31.33397], [-85.515405, 31.33397]]",United States,"Dothan, AL",city,,Alabama
['drink'],0,0,['drink'],2020-02-21 05:42:19+00:00,1230729442449707008,Don’t drink if you ain’t  got shit to come  home to 😂,1156682233228513280,RashardDavis5,0,0,"[[-83.728243, 32.495868], [-83.554155, 32.495868], [-83.554155, 32.669392], [-83.728243, 32.669392]]",United States,"Warner Robins, GA",city,,Alabama
"['game', 'game']",0,0,0,2020-07-09 19:40:04+00:00,1281312182257549312,@BishojouSenshi @PokemonGoApp to promote both a game no one cares about and a game no one knows about,1969593726,Axel3DandFoxy,0,0,,,,,,Alabama
['rideshare'],0,0,0,2020-07-07 20:00:02+00:00,1280592430203408386,#Carpool #BerkeleySprings -&gt; #FortBelvoir rideshare #splitcosts https://t.co/erIbCqsdGq,87188071,carpoolworld,0,0,"[[-82.644739, 37.201483], [-77.7189303, 37.201483], [-77.7189303, 40.638802], [-82.644739, 40.638802]]",United States,"West Virginia, USA",admin,,Alabama
['drinking'],0,0,0,2020-07-11 23:09:01+00:00,1282089540065337344,@danalyn521 Start drinking at least 2 bottles of water before going outside in this heat.,316011187,Craig_Worley,0,1,,,,,,Alabama
['uber'],0,0,0,2020-07-08 17:45:19+00:00,1280920916898316289,“let me call you a uber its time to go home “ lmfaooo,784547671910547456,paigeduhhh1,0,0,,,,,,Alabama
['basketball'],0,0,0,2020-04-16 17:09:38+00:00,1250833744526815234,It might be a wrap for college basketball,1070688581402931200,_SlimWitDaLac,0,0,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['store'],0,0,0,2020-03-27 02:52:31+00:00,1243370284838682624,@kristinwsully I did not buy perishable greens/etc because the store was crazy and Inwasnt thinking,16334969,MadisonU,0,1,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,Alabama
['rideshare'],0,0,0,2020-06-18 04:15:01+00:00,1273469240486457345,#Carpool #SanPedro -&gt; #Cabuyao #Gulod rideshare https://t.co/eNc2CXMaRF,87188071,carpoolworld,0,0,"[[121.0102698, 14.3201119], [121.0785854, 14.3201119], [121.0785854, 14.3783932], [121.0102698, 14.3783932]]",Republic of the Philippines,"San Pedro, Calabarzon",city,,Alabama
['practice'],0,0,0,2020-04-01 20:05:23+00:00,1245442152697651203,Beautiful day to catch a @BlueAngels practice session. @spann https://t.co/yTvxNPmdVi,217130259,williswatkins,14,76,"[[-87.26830020546913, 30.376299972808056], [-87.26830020546913, 30.376299972808056], [-87.26830020546913, 30.376299972808056], [-87.26830020546913, 30.376299972808056]]",United States,White Island,poi,,Alabama
['rideshare'],0,0,0,2020-06-18 20:30:01+00:00,1273714607341752320,#Carpool #Joliette -&gt; #Saintalphonserodriguez rideshare 1 Seat offered https://t.co/FvD4byR7dP,87188071,carpoolworld,0,0,"[[-73.472398, 45.976706], [-73.371811, 45.976706], [-73.371811, 46.058299], [-73.472398, 46.058299]]",Canada,"Joliette, Québec",city,,Alabama
"['service', 'church']",0,0,0,2020-04-03 12:39:32+00:00,1246054728859103232,Looking forward to service Sunday morning! Excited to be with Pastor Michael Kilgore at New Vision Church of God in… https://t.co/YiV7hVGdws,259503358,evangelistcg,0,0,"[[-86.869705, 33.6225646], [-86.763919, 33.6225646], [-86.763919, 33.710536], [-86.869705, 33.710536]]",United States,"Gardendale, AL",city,,Alabama
['park'],0,0,0,2020-07-13 12:29:32+00:00,1282653388098936832,"Brave, daring guy that I caught on video Saturday from High Falls Park.  I'm not this brave. @spann @simpsonwhnt https://t.co/Ss4UWScJSU",275687256,TinMan0827,0,2,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['service'],0,0,0,2020-07-06 22:15:40+00:00,1280264177404313600,@uwewhttp In Hannover? The letters are from his service in the First Revolutionary War (1793-1795),1173811902,vanyaef,0,2,"[[-86.418059, 32.2845933], [-86.071398, 32.2845933], [-86.071398, 32.443697], [-86.418059, 32.443697]]",United States,"Montgomery, AL",city,,Alabama
['hotel'],0,0,0,2020-03-10 13:46:52+00:00,1237374362971525122,"Just said “Alexa, turn on master bedroom” in a hotel room.",40329375,bjweig01,0,1,"[[-88.72501, 37.0396234], [-88.561066, 37.0396234], [-88.561066, 37.1098912], [-88.72501, 37.1098912]]",United States,"Paducah, KY",city,,Alabama
['rideshare'],0,0,0,2020-07-08 08:00:02+00:00,1280773624429899776,#Covoiturage #Montréal -&gt; #Toronto rideshare https://t.co/qBXaoPKZUh,87188071,carpoolworld,0,0,"[[-73.972965, 45.410095], [-73.473085, 45.410095], [-73.473085, 45.705566], [-73.972965, 45.705566]]",Canada,"Montréal, Québec",city,,Alabama
['beach'],0,0,0,2020-07-03 18:17:20+00:00,1279117035700658178,@KeepItCute__ I know 😂😂😂 I’m finna bring the beach to the east side,35528139,JustMAURii,0,0,,,,,,Alabama
['rideshare'],0,0,0,2020-07-03 02:15:02+00:00,1278874861905956864,#Carpool #GrandRapids -&gt; #ColoradoSprings rideshare https://t.co/nTqijG1txk,87188071,carpoolworld,0,0,"[[-85.751406, 42.883679], [-85.530877, 42.883679], [-85.530877, 43.029144], [-85.751406, 43.029144]]",United States,"Grand Rapids, MI",city,,Alabama
['rideshare'],0,0,0,2020-07-13 21:00:02+00:00,1282781856778219520,#Carpool #Kragerø -&gt; #Fredrikstad rideshare https://t.co/RXmrFFOJfW,87188071,carpoolworld,0,0,"[[9.1600938, 58.7629495], [9.7249369, 58.7629495], [9.7249369, 59.0009495], [9.1600938, 59.0009495]]",Norway,"Kragerø, Norge",city,,Alabama
['game'],0,0,0,2020-05-30 05:01:48+00:00,1266595644636004352,Now I’m a bitch cause I told him his head game weak 😂😂,327621745,Sassy_nShit,0,0,"[[-77.534452, 35.865631], [-77.498625, 35.865631], [-77.498625, 35.893648999999996], [-77.534452, 35.893648999999996]]",United States,"Princeville, NC",city,,Alabama
['drink'],0,0,"['wash hands', 'wash hands', 'have a drink', 'drink']",2020-02-06 14:01:16+00:00,1225419189818724352,"@MagicKimdom I do laundry, I wash hands and make Richard wash hands!  I'm a God Damned Hero!  I'm still going to have a drink or three...",69288132,droehrlein,0,0,,,,,,Alabama
['shopping'],0,0,0,2020-05-01 03:53:01+00:00,1256069087270187008,Apartment shopping is too stressful,353524347,___OhhhThatsBRE,0,0,,,,,,Alabama
['beaches'],0,0,0,2020-06-19 02:06:05+00:00,1273799180419584000,"@petty_pearls Is FL back open? Or the beaches open? I was tryna get down there, my sis was saying beaches weren’t o… https://t.co/PDW7euachY",294597600,Laydee_Joyce,0,0,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
['mall'],0,0,0,2020-05-22 16:29:02+00:00,1263869487889211392,I go to Trader Joe’s like it’s the mall....my favorite pastime🤤 https://t.co/b1W9AwS5mM,2338939021,tiamarshay,0,0,"[[-86.912935, 33.294784], [-86.607247, 33.294784], [-86.607247, 33.476326], [-86.912935, 33.476326]]",United States,"Hoover, AL",city,,Alabama
['drink'],0,0,['drink'],2020-01-19 19:21:56+00:00,1218976906999189506,when I’m fucked up and my friends see me ordering another drink https://t.co/mVcl5lLJVV,471545449,annagodes,0,4,"[[-87.626729, 33.098411], [-87.440084, 33.098411], [-87.440084, 33.29479], [-87.626729, 33.29479]]",United States,"Tuscaloosa, AL",city,,Alabama
['fly'],0,0,0,2020-06-09 12:59:37+00:00,1270339767780114432,Perfect choice. I know @rackeduprsims got the bands. Fly the whole squad out there!! https://t.co/Sa3yfqxqUE,21315493,TallTattedNFit,0,0,"[[-86.7858813, 34.5784264], [-86.4369414, 34.5784264], [-86.4369414, 34.833627], [-86.7858813, 34.833627]]",United States,"Huntsville, AL",city,,Alabama
['bar'],0,0,0,2020-03-08 06:17:37+00:00,1236536531025870849,"Somebody come get my card, I’m bad at the bar 😶",48831984,bdotbanks50,0,0,,,,,,Alabama
['golf'],0,0,0,2020-05-25 15:49:46+00:00,1264946769504468998,"Dear media: 

If you had no problem with 4 sports greats playing golf without masks on, then take your reporting ab… https://t.co/2gA3PwODm8",15147009,SouthernConLady,0,2,"[[-88.473228, 30.144425], [-84.888247, 30.144425], [-84.888247, 35.008029], [-88.473228, 35.008029]]",United States,"Alabama, USA",admin,,Alabama
0,0,['hang out'],0,2020-06-21 05:08:29+00:00,1274569860161421312,This man taught me music and lots more. I'm lucky enough to get to hang out with my dad Doug every day.… https://t.co/ut6t8cbUZ2,237400864,JubalJohn420,0,0,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,Alabama
0,0,['go out'],0,2020-05-17 23:20:01+00:00,1262160975375065091,@YeetSeeger @dmotz @EyeballGiant @xenophonsmarch1 @AbcarianLAT @MayorOfLA I think the people should go out and find… https://t.co/ywYzZMaf7p,980886740,Dscsweet,0,0,"[[-86.8493659, 33.574834], [-86.774763, 33.574834], [-86.774763, 33.636958], [-86.8493659, 33.636958]]",United States,"Fultondale, AL",city,,Alabama
['games'],0,0,0,2020-02-02 01:41:38+00:00,1223783503936008192,@rachampton Nothing beats excercise and video games to get your mood up.,423188726,AwallDigital,0,1,"[[-87.86969, 32.487703], [-87.795508, 32.487703], [-87.795508, 32.5255186], [-87.86969, 32.5255186]]",United States,"Demopolis, AL",city,,Alabama
['rideshare'],0,0,0,2020-06-15 19:15:02+00:00,1272608572791091200,#Carpool #Portugal -&gt; #Milan rideshare #splitcosts #taketurns #sharecoffee #sharemusic #sharefood https://t.co/taZ4dXrh5F,87188071,carpoolworld,0,0,"[[-8.3555637, 39.2333094], [-7.9394571, 39.2333094], [-7.9394571, 39.6465024], [-8.3555637, 39.6465024]]",Portugal,"Abrantes, Portugal",city,,Alabama
['rideshare'],0,0,0,2020-06-29 14:45:02+00:00,1277614054769487875,#Carpool #Imus -&gt; #Makati #JoseCojuangcoSonsBuilding rideshare 5 Seats offered #splitcosts https://t.co/j5NdQsjbns,87188071,carpoolworld,0,0,"[[120.8840735, 14.3532317], [120.976885, 14.3532317], [120.976885, 14.4456071], [120.8840735, 14.4456071]]",Republic of the Philippines,"Imus, Calabarzon",city,,Alabama
['game'],0,0,0,2020-06-30 16:25:38+00:00,1278001760104300545,GHOST OF TSUSHIMA Final Trailer (2020) Japan Samurai Action Game HD https://t.co/raaJgfhpCb via @YouTube @jasonmh630,22593714,pun15her71,0,0,,,,,,Alabama
['concert'],0,0,0,2020-01-07 15:41:28+00:00,1214572768206962688,Can’t wait to see you all! February will be here before we know it! #legendsinconcertowa @ Legends in Concert OWA https://t.co/t2UUebhDtN,1136703040751144960,LegendsOWA,0,2,"[[-87.756349, 30.329689], [-87.625885, 30.329689], [-87.625885, 30.4397679], [-87.756349, 30.4397679]]",United States,"Foley, AL",city,,Alabama
['game'],0,0,0,2020-05-05 03:15:29+00:00,1257509192354746369,"@CHolcombPA @Kats820 damn Christian, you and MK need to step your game up 😂 https://t.co/DE18upeXLd",1579523684,hockeynole,0,1,"[[-86.831239, 33.398161], [-86.6510773, 33.398161], [-86.6510773, 33.50444], [-86.831239, 33.50444]]",United States,"Vestavia Hills, AL",city,,Alabama
['game'],0,0,0,2020-05-31 14:56:39+00:00,1267107729853886469,man i wish i would’ve recorded our sharades game last night 😂😂😂😂 i could not breathe AT ALL 🤣👏🏾,2808699710,nyajanaee,0,0,"[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]",United States,"Georgia, USA",admin,,Alabama
['game'],0,0,0,2020-03-24 20:07:09+00:00,1242543495270760454,@FC_Violent It’s a cool game. Not for me unfortunately but I can at least say I played unlike all those bandwagon j… https://t.co/Q0lBFWG36i,165682247,shisnoelite,0,3,,,,,,Alabama
['game'],0,0,0,2020-06-09 13:23:39+00:00,1270345815962324992,@rduarsa @DreamitCon My fav gif cause they haven’t renewed it yet and they about to be end game https://t.co/z7bHmueEs5,17079292,KarasxLuthor,0,0,"[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]",United States,"Florida, USA",admin,,Alabama
['drinking'],0,0,0,2020-07-13 20:37:33+00:00,1282776197752066055,y’all need to start drinking more water and minding your own business. it’s really for the best,813817062854369280,mediium_,0,0,,,,,,Alabama
['drink'],0,0,['drink'],2020-05-29 16:20:04+00:00,1266403948853936139,Salute to whoever was in front of me in the drive thru at Starbucks and paid for my drink 🙏🏾,730846236140396544,pizzarollpapi,1,6,"[[-85.0386729, 32.373847], [-84.795941, 32.373847], [-84.795941, 32.59076], [-85.0386729, 32.59076]]",United States,"Columbus, GA",city,,Alabama
['haircut'],['beers'],0,0,2020-05-20 21:06:33+00:00,1263214554454114310,@GRITknox doin beers (pup got a sip and a haircut) https://t.co/ViNCkybca3,830004157,Stepdaddybrian,1,2,"[[-87.0748692, 35.16997], [-86.997014, 35.16997], [-86.997014, 35.2335], [-87.0748692, 35.2335]]",United States,"Pulaski, TN",city,,Alabama
['flying'],0,0,0,2020-02-20 00:02:05+00:00,1230281429847855105,"The Wizard of Oz - the original. Flying monkeys, wicked witches, houses dropping out of the sky. What could be wors… https://t.co/AfHH2PtzcK",187752756,alleygroup,0,0,"[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]",United States,"Indianapolis, IN",city,,Alabama
"['store', 'store']",0,0,0,2020-04-03 08:01:25+00:00,1245984739766480897,I went to the store bc my tooth was hurting . Got to the store and it stopped hurting,94215890,_astoldbytimiya,0,0,,,,,,Alabama
['basketball'],0,0,0,2020-04-04 17:43:27+00:00,1246493597891002369,"@_JamesStark When all you have to do is work 10-15 hours a week just for basketball, and the rest of the time you c… https://t.co/vV6KBGy7Lj",355180215,cbreezyyo,0,3,,,,,,Alabama
['basketball'],0,0,0,2020-07-07 01:10:33+00:00,1280308185409216512,Dem niggas said bru can’t pick up a basketball again https://t.co/EwF7IUYP4k,708330625376395264,4hunnitsall,0,0,,,,,,Alabama
['haircut'],0,0,0,2020-04-19 01:55:32+00:00,1251690865959067650,whats a good haircut for someone with massive facial features lmfao,928825477,sentient_fart,0,1,,,,,,Alabama
['hotel'],0,0,0,2020-02-09 21:17:20+00:00,1226616090756833280,"PACHUCO MOBBN THRU BIRMINGHAM 🔌🔌🔌♟
#LGSC #PACHUCOMOB @ Hotel Indigo Birmingham Five Points S - Uab https://t.co/oSA1r0HOIW",940302112537366528,monsterr915,0,0,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,Alabama
['games'],0,0,0,2020-05-18 02:56:01+00:00,1262215334075019264,Nice games we getting https://t.co/FVJ93nJZek,2423972203,Tresean1k,0,1,,,,,,Alabama
['services'],0,0,0,2020-04-06 16:11:35+00:00,1247195257357418497,April is #ChildAbusePreventionMonth. The Children's Hospital Intervention and Prevention Services (CHIPS) Center… https://t.co/FCYjWyyDzu,173890331,CassMickens,0,1,,,,,,Alabama
['campus'],0,0,0,2020-01-20 07:58:11+00:00,1219167220330389505,i was just thinking ... folks really be out here grown asf with CURFEWS on a college campus 😭🥴,2354158862,laaydb,6,10,,,,,,Alabama
['churches'],0,0,0,2020-07-10 08:59:35+00:00,1281513386807787522,"I’m just ready for Churches to open in a few hours, I miss them mfs 😅",327621745,Sassy_nShit,0,0,"[[-85.0386729, 32.373847], [-84.795941, 32.373847], [-84.795941, 32.59076], [-85.0386729, 32.59076]]",United States,"Columbus, GA",city,,Alabama
['hotel'],0,0,0,2020-02-02 04:41:17+00:00,1223828713437126656,Update I found that hoe I swear I thought the hotel ppl had my shit https://t.co/NAhd5oVJza https://t.co/dM99ugEHGk,247653423,shotzbyjayy,0,0,,,,,,Alabama
['shop'],0,0,0,2020-06-24 04:14:42+00:00,1275643488948965379,Make sure y’all shop Lex Luxuries 😘,2354299091,nonchalantlexx,0,0,"[[-86.932677, 33.548012], [-86.86781, 33.548012], [-86.86781, 33.616824], [-86.932677, 33.616824]]",United States,"Forestdale, AL",city,,Alabama
['bars'],0,0,0,2020-06-09 21:05:46+00:00,1270462114893791233,@princessolio But it’s handle bars?,1968009638,therealdjack_,0,1,,,,,,Alabama
['flies'],0,0,0,2020-06-05 02:31:28+00:00,1268732137081049089,"@brianefallon Has anyone out there ever read the book, Lord of the Flies? You really want no police? You’ve got to be kidding.",16184095,FrankDuffy,0,3,"[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]",United States,"Georgia, USA",admin,,Alabama
['bus'],0,0,0,2020-04-17 01:20:31+00:00,1250957278703955968,@pinkfixie @WhiteHouse Who is winning the super bowl since you know so much. Life has risks. You could be hit by a bus tomorrow - grow up,15147009,SouthernConLady,0,1,,,,,,Alabama
['hotel'],0,0,0,2020-02-18 17:11:36+00:00,1229815743576854528,Who’s going to the @SpreadClinic ? I get in early morning Thursday and can’t check into hotel until 2. Anyone wanna meet for breakfast?,1053906480372494336,terrance_gant,2,6,"[[-117.672915, 33.802102], [-117.498401, 33.802102], [-117.498401, 33.916084], [-117.672915, 33.916084]]",United States,"Corona, CA",city,,Alabama
['rideshare'],0,0,0,2020-06-22 08:15:02+00:00,1274979195706241024,"#Carpool #Rawalpindi -&gt; #Multan #VEHARICHOWK rideshare 3 Seats offered #splitcosts, saman kam se km ho https://t.co/bNQrmAO0mG",87188071,carpoolworld,0,0,"[[72.952919, 33.53611], [73.122971, 33.53611], [73.122971, 33.670082], [72.952919, 33.670082]]",Pakistan,"Rawalpindi, Pakistan",city,,Alabama
['flew'],0,0,0,2020-07-04 21:00:38+00:00,1279520517184270344,I think about how Daxs fedora flew off in NYC and I laugh everytime. Omg I wish I had that video still.,456111721,CortCortney,0,1,,,,,,Alabama
['airport'],0,0,0,2020-05-28 10:21:56+00:00,1265951434400563200,Page will be up very soon with new inventory 👕❕👑🐍💯 Stay Tuned 🔥🚀 @ Birmingham-Shuttlesworth International Airport https://t.co/CSmV5YU2V4,160225550,El_JMart,0,0,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,Alabama
['beach'],0,0,0,2020-06-14 00:01:01+00:00,1271955767726346240,Waterspout at Clearwater Beach... from @jwsasser https://t.co/oAniDjiNlQ,15220806,spann,25,206,"[[-86.912935, 33.294784], [-86.607247, 33.294784], [-86.607247, 33.476326], [-86.912935, 33.476326]]",United States,"Hoover, AL",city,,Alabama
['game'],0,0,0,2020-01-08 02:25:31+00:00,1214734848021192704,Great game tonight @Jaquezekirby1 @CJPParker10 @jdhoopers Big Win over Bacon Co. 76-74 @KyleSandy355 #JDFamily Will… https://t.co/Bpb1ppxQ90,33406843,Stump4Troy,2,9,,,,,,Alabama
['trip'],0,0,0,2020-02-19 18:54:36+00:00,1230204048906866692,"@DanielleTrotta @NewmanKrissie After what we saw Monday, I cannot believe he is walking out of there like a trip to… https://t.co/dEjUAjFXor",86095529,RedDirtMusic88,0,1,"[[-85.791091, 31.298068], [-85.745058, 31.298068], [-85.745058, 31.349782], [-85.791091, 31.349782]]",United States,"Level Plains, AL",city,,Alabama
['beach'],0,0,0,2020-06-12 00:01:52+00:00,1271231205971648512,I’ve been at the beach for 4 days straight 😩,2436088634,Sheisshaylaa,0,1,"[[-118.250227, 33.732905], [-118.0631938, 33.732905], [-118.0631938, 33.885438], [-118.250227, 33.885438]]",United States,"Long Beach, CA",city,,Alabama
['beach'],0,0,0,2020-05-03 19:40:49+00:00,1257032384937177089,Shid it’s a lady at the lake over here with her beach chair sun tanning 😂 https://t.co/Fkr2JXiJQX,160225550,El_JMart,0,0,"[[-86.079043, 33.933091], [-85.934616, 33.933091], [-85.934616, 34.073159], [-86.079043, 34.073159]]",United States,"Gadsden, AL",city,,Alabama
"['game', 'games']",0,0,0,2020-05-25 18:48:19+00:00,1264991704656068609,"A little rain won’t stop us from our family 🏀 game! Also, no judgement on the ball...it has seen alot of games 🤣 https://t.co/xN4u8ugBlP",33406843,Stump4Troy,0,0,,,,,,Alabama
['parks'],0,0,0,2020-06-04 04:59:11+00:00,1268406925982654465,"We are fine here in NYC. We are not locked down, we are safe at home and enjoy our parks and other public spaces. W… https://t.co/ghsJPM5bGZ",27538881,ebpersons,1,2,"[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]",United States,"Brooklyn, NY",city,,Alabama
['vacation'],0,0,0,2020-06-18 22:44:01+00:00,1273748328048623619,I’m excited as hell planning my outfits/nails out for this vacation.,1026237722393038848,crazygem9,0,0,,,,,,Alabama
0,0,['go to work'],0,2020-05-21 04:31:35+00:00,1263326548679106560,Okay let me gts I gotta go to work in the am 🥴,328706044,QueenMarshaee,0,0,,,,,,Alabama
['store'],0,0,0,2020-06-01 20:59:19+00:00,1267561385262829569,MFW someone stands where you need to be at the store and then touches everything https://t.co/32ikIGoM43,56696207,cougarhokie,0,0,,,,,,Alabama
['visit'],0,0,0,2020-04-17 18:41:24+00:00,1251219223654866944,"🚨| Resource Reminder

Be sure to visit https://t.co/oTdkvxyEsf to get real-time answers to your #COVID19 questions.… https://t.co/3q6rBXyb4T",19668491,GovernorKayIvey,15,24,,,,,,Alabama
['store'],0,['grocery store'],0,2020-03-11 23:40:20+00:00,1237886101953458183,"@JesseMixMan If it was a big chain grocery store then sue. Since mom and pop, I’d be cool with the gift card",19308043,McGrupp_,0,1,,,,,,Alabama
['airport'],0,0,0,2020-06-09 16:04:23+00:00,1270386267495247876,Yet here I am again in the dallas airport hahaha https://t.co/Vj8NDoL83a https://t.co/EYClGbP1rD,403813382,GabiBall,0,0,"[[-97.129669, 32.8785707], [-97.029639, 32.8785707], [-97.029639, 32.985097], [-97.129669, 32.985097]]",United States,"Grapevine, TX",city,,Alabama
['game'],0,0,0,2020-07-02 16:40:07+00:00,1278730182438932483,I be having to get on my aunts ass. Y’all got the game fuccd up,1008911940624834560,ebznfloz,0,0,,,,,,Alabama
['games'],0,0,0,2020-04-17 15:30:19+00:00,1251171136525795332,.@realDonaldTrump Please look into the situation with major banks playing political games with the PPP applications… https://t.co/KFruzLUUof,41677388,EBRINDLEY,3,1,"[[-86.967333, 33.405025], [-86.620501, 33.405025], [-86.620501, 33.67945], [-86.967333, 33.67945]]",United States,"Birmingham, AL",city,,Alabama
['drink'],0,0,['drink'],2020-05-25 06:09:43+00:00,1264800797096849408,I need a drink 🥃,48831984,bdotbanks50,0,1,,,,,,Alabama
